row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_02_1F12_1.mzML Peak height,20260424_CVOL_Group_02_1F12_2.mzML Peak height,20260424_CVOL_Group_02_1F12_3.mzML Peak height,20260424_CVOL_Group_02_1F12_4.mzML Peak height,20260424_CVOL_Group_02_Control_LB.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_1.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_2.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_3.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_4.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_1.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_2.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_3.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_4.mzML Peak height,20260424_CVOL_Group_02_QC_01.mzML Peak height,20260424_CVOL_Group_02_QC_02.mzML Peak height,20260424_CVOL_Group_02_QC_03.mzML Peak height,20260424_CVOL_Group_02_QC_04.mzML Peak height,20260424_CVOL_Group_02_QC_05.mzML Peak height,20260424_CVOL_Group_02_QC_06.mzML Peak height,20260424_CVOL_Group_02_R47_1.mzML Peak height,20260424_CVOL_Group_02_R47_2.mzML Peak height,20260424_CVOL_Group_02_R47_3.mzML Peak height,20260424_CVOL_Group_02_R47_4.mzML Peak height,20260424_CVOL_bk_mapp_03.mzML Peak height,
1073,293.64717683145915,2.567884,,,,,,,,,,,5663116.0,6149288.5,5220794.0,5332255.0,6094499.0,5908472.5,5491197.0,6318812.5,5454200.0,5621544.5,5792046.0,5581733.0,5222471.5,7860339.0,8946337.0,8352842.0,9506787.0,8304186.5,7368234.5,5527699.0,6595665.0,6304421.0,5382963.5,0,
1074,604.2981965185975,2.568277,,,,,,,,,,,6.519333E8,6.72289E8,5.1912317E8,5.3931315E8,7.2370694E8,7.360704E8,7.168452E8,7.07458E8,6.9301606E8,6.867517E8,7.082609E8,5.632793E8,5.0653075E8,1.1454849E9,1.1623973E9,1.3246701E9,1.3650412E9,1.3134892E9,1.1002802E9,6.838555E8,7.027826E8,6.335879E8,5.3118742E8,0,
1075,421.208263237184,2.569068,,,,,,,,,,,4624313.0,3862030.8,2263387.5,2623647.2,1168939.9,1.8905418E7,1.7987744E7,1.8775316E7,2.0332844E7,1.7347102E7,1.839219E7,1.5679099E7,1.3870111E7,2.4682562E7,2.5942912E7,2.8646266E7,2.966796E7,2.808427E7,2.3489946E7,1.7870014E7,1.8213938E7,1.8013216E7,1.4728963E7,0,
1076,626.279925518813,2.569858,,,,,,,,,,,7337727.0,7030540.0,5872439.0,5526316.0,7516111.0,7728752.0,7719241.5,7037765.5,7269358.5,6590505.0,6783908.5,5738802.0,5701012.5,4403254.5,3358928.5,4538997.0,4635201.0,4333548.5,4130827.8,7851332.0,7652179.0,7090005.5,5770924.0,0,
1077,317.1344434877751,2.5734015,,,,,,,,,,,2.1018516E7,2.3472142E7,2.0343424E7,1.7842878E7,2.523738E7,1.8274712E7,1.8885766E7,1.9453554E7,1.9884968E7,2.0626024E7,1.9727424E7,1.7549314E7,1.7469736E7,2.402986E7,2.5427762E7,2.4599786E7,2.6555962E7,2.7293442E7,2.322654E7,1.8712044E7,1.9612032E7,1.8354006E7,1.9328492E7,0,
1078,263.1391420364973,2.574187,,,,,,,,,,,1.025108E7,9068076.0,7105898.0,6511815.5,1.1598549E7,5885143.0,6012555.5,7584297.0,5007445.5,4523625.5,4709728.5,3494784.0,5578264.5,1.0776883E7,1.1203762E7,1.1663338E7,1.1810051E7,1.1263931E7,9909795.0,7931775.0,6843564.0,7338431.5,7530327.5,0,
1079,627.2756074224982,2.5793412,,,,,,,,,,,1.2401031E7,1.2285533E7,1.0498273E7,8452289.0,9710293.0,2.0902152E7,2.092835E7,2.1590756E7,2.314465E7,2.158558E7,2.0886218E7,1.7009944E7,1.6848168E7,2.796688E7,3.0457762E7,2.9195984E7,1.977684E7,3.1382744E7,2.144824E7,2.2197958E7,2.0931772E7,1.8807056E7,1.841121E7,0,
1080,159.0917964330379,2.57967,,,,,,,,,,,0,0,1111730.0,935561.1,0,0,3332186.8,1.0494126E7,0,6388578.5,6397435.0,0,6923736.0,4988603.5,4778294.0,5037242.5,5240997.5,5325193.5,4370128.0,3537418.8,6133453.5,5671835.5,7873979.5,0,
1081,185.12865146177603,2.5832925,,,,,,,,,,,1.4296983E7,1.4619084E7,1.2743105E7,1.1982581E7,1.4185446E7,1.2005109E7,1.2263873E7,1.3569619E7,1.4071313E7,1.3522366E7,1.500188E7,1.2559547E7,1.318666E7,1.689511E7,1.7631388E7,1.7571704E7,1.3199235E7,1.7219582E7,1.4136082E7,1.3723309E7,1.295679E7,1.1321767E7,1.4124154E7,0,
1082,392.1820812890154,2.5840862,,,,,,,,,,,1.7415064E7,1.5847658E7,9609987.0,9718151.0,1927102.2,3767356.8,4130190.0,5351499.0,3906555.0,4989964.5,4994403.0,4273950.5,4596563.5,1.1747621E7,1.2461828E7,1.2340034E7,9132978.0,1.3001277E7,8781965.0,6119324.0,5608077.0,4652269.0,5190782.0,0,
1083,468.2459826318065,2.5852704,,,,,,,,,,,6405489.5,7725960.0,7256390.0,5501184.0,9062368.0,1.3189668E7,1.4646339E7,1.5255974E7,1.926625E7,1.8674876E7,1.7316562E7,1.685017E7,1.6035185E7,2.3340588E7,2.5103338E7,2.4701198E7,1.897545E7,2.0099944E7,1.9529396E7,1.4847477E7,1.2481111E7,1.3988435E7,1.5315592E7,0,
1084,475.25628603278926,2.5861046,,,,,,,,,,,1.6460977E7,1.2864655E7,7392833.5,7040297.0,1468212.5,9490196.0,7972318.0,1.139588E7,1.0349197E7,1.0328703E7,1.1294978E7,9208501.0,1.0084393E7,1.895218E7,2.0100978E7,2.0921244E7,1.4892908E7,2.131882E7,1.4390708E7,1.2594793E7,1.0584305E7,9194977.0,1.153272E7,0,
1085,197.12873204514258,2.5857089,,,,,,,,,,,6971498.5,7995083.5,7102780.5,6038065.0,7044655.5,5980156.0,5659296.0,6871990.5,6718771.5,6942235.0,7100073.0,6474347.5,6740143.0,8431860.0,8188525.0,9410804.0,6773874.0,8399326.0,6255784.5,6573499.0,6096685.0,5806922.5,6458082.0,0,
1086,243.13420667701533,2.5857081,,,,,,,,,,,5.6733772E7,6.349655E7,5.5369576E7,4.9566724E7,5.8121948E7,4.7752736E7,4.7281364E7,5.2154104E7,5.470025E7,5.6972604E7,5.9087064E7,5.2152108E7,5.414773E7,6.905412E7,6.658961E7,7.143391E7,5.2673856E7,7.09378E7,5.6966588E7,5.2856764E7,5.1649372E7,4.568619E7,5.507356E7,0,
1087,585.3253662543424,2.5856905,,,,,,,,,,,1.499024E8,1.6653883E8,1.5885869E8,1.2239904E8,2.2567422E8,4.1997206E8,3.1225686E8,4.3874637E8,4.842363E8,4.371031E8,4.7885955E8,3.619809E8,4.1263178E8,6.4268205E8,7.1750035E8,7.254647E8,4.8443747E8,7.3454125E8,4.9168746E8,3.7731264E8,3.6414688E8,3.1991837E8,4.2266435E8,0,
1088,314.2079341800283,2.5925405,,,,,,,,,,,2.1229598E7,2.2501984E7,2.0273342E7,1.7368078E7,2.3864E7,1.5678044E7,1.5483421E7,1.9852336E7,1.8357594E7,1.9075346E7,2.22494E7,1.5886232E7,1.7498182E7,3.3885744E7,3.7365052E7,3.5638384E7,2.8628278E7,3.367985E7,2.8080398E7,1.7522168E7,1.6655495E7,1.5716186E7,2.0160478E7,0,
1089,360.21357194661584,2.6015792,,,,,,,,,,,8517872.0,9779999.0,1.0275971E7,8402880.0,1.4463874E7,1.2109016E7,1.2045016E7,1.1521789E7,1.1875189E7,1.1449047E7,1.2988008E7,1.1522626E7,9139462.0,1.904889E7,2.012909E7,2.268774E7,1.7132714E7,1.8472872E7,1.8332004E7,9637722.0,1.0696103E7,1.0076517E7,1.1974852E7,0,
1090,655.4404243712718,2.6044245,,,,,,,,,,,1.9670776E7,2.095358E7,1.5015241E7,1.6860004E7,0,2272526.2,3145313.8,3292853.8,2330987.2,2877150.5,2880556.8,2985216.8,3036063.8,6133836.5,9050199.0,7698010.5,5306354.0,6528394.5,8415594.0,4653740.5,4571652.5,4053898.0,3633654.0,0,
1091,499.25958092940823,2.606737,,,,,,,,,,,1.3014535E7,1.4446138E7,1.3987558E7,1.2610449E7,1.2160821E7,1710066.5,1836364.0,2940960.5,0,2103160.5,1851061.6,2185398.8,1426887.8,5803837.0,6447622.5,6539899.0,5606211.5,5587937.5,6711111.0,1602795.1,1998592.8,1571626.2,2654950.0,0,
1092,769.4846175598425,2.6095529,,,,,,,,,,,2422365.8,2436821.2,1.1033823E7,7168471.0,1.8407691E8,1.06382376E8,8.5768984E7,7.479333E7,8.858606E7,7.756213E7,7.64836E7,1.0368493E8,6.685991E7,9.1780776E7,1.3208714E8,1.32695304E8,8.0667976E7,9.313009E7,9.827343E7,5.305954E7,5.646408E7,5.2511904E7,7.727876E7,0,
1093,385.2458873456002,2.6095529,,,,,,,,,,,1.3853966E8,1.3635043E8,2.9270698E8,2.0360542E8,1.9603142E9,1.2138924E9,1.0870557E9,9.2461536E8,1.101516E9,9.577312E8,9.758244E8,1.1958445E9,8.409444E8,1.3222743E9,1.618776E9,1.7677522E9,1.2386326E9,1.2665652E9,1.416055E9,7.368851E8,7.892581E8,7.545779E8,9.7225146E8,0,
1094,455.21512422441765,2.6095476,,,,,,,,,,,9.6293864E7,9.313514E7,8.7669896E7,7.472475E7,7.2412744E7,7.987512E7,8.157402E7,7.381104E7,6.74193E7,7.338821E7,7.4186904E7,8.182132E7,5.8051772E7,8.869059E7,1.2284117E8,1.1687482E8,8.638685E7,8.673519E7,1.1167677E8,6.9610056E7,7.634938E7,6.954597E7,8.182305E7,0,
1095,712.4629432267451,2.6095545,,,,,,,,,,,1.2612316E7,1.3584503E7,2.4274936E7,1.8096498E7,8557200.0,2.8116352E7,3.0631498E7,2.9054724E7,2.060671E7,2.7686782E7,2.5473166E7,3.0656192E7,2.3498044E7,4.2379836E7,5.976292E7,6.1866004E7,3.6722524E7,4.42672E7,5.102949E7,2.9201992E7,3.2206972E7,2.8656042E7,3.0526074E7,0,
1096,215.13975220014052,2.609951,,,,,,,,,,,5515715.0,5173252.5,7122415.5,5944591.5,3.0886588E7,1.8976646E7,1.8080572E7,1.4142653E7,1.7070442E7,1.4700518E7,1.4669238E7,1.958118E7,1.3349278E7,2.1429834E7,2.7490322E7,3.081451E7,2.0037034E7,2.1881758E7,2.5606894E7,1.2126583E7,1.3564065E7,1.2495084E7,1.6039374E7,0,
1097,328.22373439143524,2.6103368,,,,,,,,,,,3.94169E8,3.861213E8,3.1576966E8,3.487216E8,5.9846132E7,1.7200698E8,2.130233E8,2.0038234E8,1.4688626E8,1.797892E8,1.7920075E8,2.0502026E8,1.6384939E8,3.6828438E8,4.606669E8,4.8289094E8,3.6552093E8,3.4283472E8,4.2471702E8,2.3048136E8,2.3785232E8,2.1947573E8,2.1075899E8,0,
1098,839.4538383947481,2.6097577,,,,,,,,,,,3431525.5,0,8943868.0,6587382.5,3.5062904E7,3.398901E7,2.195966E7,1.9729022E7,2.3651744E7,2.301487E7,2.754803E7,2.6914084E7,2.0379828E7,3.6217548E7,4.696384E7,5.6565636E7,3.0142952E7,3.130671E7,4.112865E7,1.9033186E7,1.8266896E7,1.6290909E7,2.0617922E7,0,
1099,597.2900041132058,2.6119235,,,,,,,,,,,4.3417108E7,4.1628504E7,4.2535796E7,4.0265676E7,3.755993E7,3.9379584E7,4.010116E7,3.6427064E7,3.2743172E7,3.415781E7,3.299152E7,4.241826E7,2.9518366E7,4.683324E7,6.0635316E7,5.632226E7,4.411166E7,4.3370296E7,5.671696E7,3.4684896E7,3.76281E7,3.360926E7,3.9957588E7,0,
1100,791.4679720191327,2.608277,,,,,,,,,,,0,0,0,0,1.5411749E7,1.1727556E7,8761624.0,0,9025280.0,8035412.5,9403941.0,1.0399309E7,7256745.5,3717467.2,4515086.0,4261989.5,3996674.0,3811876.0,4170145.2,6155679.0,6419582.5,0,7768379.5,0,
1101,288.1744622307374,2.6142933,,,,,,,,,,,1.2751042E7,1.2077745E7,1.1324262E7,1.2106926E7,1.3932059E7,1.2638331E7,1.2428635E7,1.2664767E7,1.1224934E7,1.1572986E7,1.1459211E7,1.3231639E7,1.1691283E7,1.6639283E7,1.909832E7,2.0589216E7,1.6111105E7,1.5840237E7,2.020706E7,1.2233105E7,1.2004138E7,1.2259242E7,1.2942421E7,0,
1102,268.6584518127598,2.6150668,,,,,,,,,,,1.8530542E7,1.5047659E7,1.0288698E7,1.4201134E7,0,3265204.0,4616010.5,4591493.5,2561880.0,4663416.5,3681514.5,3793464.0,3891039.2,9573503.0,1.1038327E7,1.3426336E7,8552641.0,7951948.0,1.0860354E7,6668469.5,6746106.5,5396408.5,4492321.5,0,
1103,277.17181047260175,2.6154885,,,,,,,,,,,1.6809805E8,1.2939319E8,8.488474E7,1.0574541E8,8181090.5,3.1110314E7,3.6132348E7,3.8870736E7,2.4515898E7,3.3194336E7,3.440623E7,3.4769276E7,3.2728314E7,8.713751E7,1.0452049E8,1.0545509E8,9.104633E7,8.422318E7,1.005373E8,6.185977E7,5.108761E7,5.385526E7,4.312377E7,0,
1104,553.3366104308344,2.6154885,,,,,,,,,,,5.44645E8,4.390471E8,2.975132E8,3.4568787E8,2.6645872E7,1.0083876E8,1.2355933E8,1.26265016E8,7.753824E7,1.0167805E8,1.0306304E8,1.1369017E8,9.824425E7,2.9604064E8,4.2136192E8,3.9140822E8,2.6603323E8,2.8892666E8,3.473967E8,1.8526862E8,1.6817264E8,1.7195997E8,1.4022374E8,0,
1105,575.3173675531757,2.6184042,,,,,,,,,,,1.3904508E7,9839901.0,7471364.0,8333075.5,0,2268290.8,2195642.0,2737630.2,1428294.0,2209392.8,2046582.2,2314942.2,2382569.2,2356074.2,3033994.2,3230847.2,2184153.8,2341304.2,3022092.2,4532068.5,3774708.8,3929852.5,2909953.5,0,
1106,310.2127187944426,2.620279,,,,,,,,,,,1.3457823E7,1.0977169E7,8164110.5,8987916.0,4419462.5,4375466.5,4450229.5,4022642.8,3766812.5,3786567.8,4132861.5,5085751.5,4139548.8,8399876.0,9101530.0,9726456.0,8071941.0,8066951.0,9469182.0,5607406.5,4730449.5,5974330.5,4654219.5,0,
1107,429.1992651810771,2.6206772,,,,,,,,,,,1.787422E7,1.4621855E7,1.6480821E7,1.7059686E7,1.7030978E7,1.5719216E7,1.6255966E7,1.650821E7,1.5286613E7,1.2446181E7,1.3762218E7,1.7795038E7,1.3607358E7,1.8570018E7,2.510011E7,2.2647142E7,2.2563278E7,1.9819784E7,2.2362012E7,1.5169049E7,1.5162628E7,1.5008319E7,1.7459306E7,0,
1108,578.2504376951649,2.6243021,,,,,,,,,,,7879272.0,4803748.5,2453921.0,2611072.0,5.4663236E7,0,0,0,0,0,0,0,0,6018614.5,9204956.0,7963228.0,7545242.5,6230058.0,7289605.0,0,0,0,0,0,
1109,546.261073631791,2.6222756,,,,,,,,,,,2.5233972E7,2.4484192E7,2.6225252E7,2.5807868E7,2.8054386E7,2.3419742E7,2.42834E7,2.5647854E7,2.2518522E7,2.0726308E7,2.1759122E7,2.8347296E7,2.1657736E7,3.6631348E7,4.829425E7,4.326802E7,4.155724E7,3.6473596E7,4.2831224E7,2.493758E7,2.1730454E7,2.7231114E7,2.6779286E7,0,
1110,746.3563311318328,2.6282296,,,,,,,,,,,8.231094E7,8.7697656E7,9.6421864E7,8.938803E7,1.1167286E8,7.377192E7,8.097018E7,9.302925E7,7.908881E7,7.258656E7,7.649209E7,9.28034E7,6.2767756E7,1.515981E8,1.7536091E8,1.7538086E8,1.7972827E8,1.5792939E8,1.6078776E8,7.6113416E7,7.007299E7,1.0145554E8,9.518851E7,0,
1111,373.68176392383106,2.6290226,,,,,,,,,,,4.8585764E7,4.9773724E7,5.1598356E7,4.9695484E7,6.540406E7,4.893427E7,4.7140292E7,5.0983716E7,4.7147536E7,4.2308828E7,4.704582E7,5.3447004E7,3.9358984E7,7.589075E7,8.730932E7,9.459244E7,9.265441E7,8.2376536E7,8.033749E7,5.127075E7,4.0875564E7,5.40702E7,5.4159624E7,0,
1112,310.16803239636386,2.6294208,,,,,,,,,,,1.09803464E8,8.960276E7,6.6293964E7,7.6319656E7,2.4532082E7,1.1746982E8,1.14251784E8,1.2563827E8,1.1898339E8,1.06430104E8,1.1396849E8,1.3245407E8,9.697098E7,1.9561131E8,2.4468085E8,2.3859806E8,2.2144845E8,2.10243E8,2.1660227E8,1.3780931E8,1.0349694E8,1.4121019E8,1.3240176E8,0,
1113,619.3286514160529,2.630632,,,,,,,,,,,2.6629562E7,2.3273564E7,1.7696108E7,1.9726644E7,5049900.5,2.5270896E7,2.779237E7,3.0381302E7,2.888856E7,2.5476526E7,2.779627E7,3.1803394E7,2.1007432E7,4.3927172E7,5.1254468E7,4.8035996E7,4.8227308E7,4.458988E7,4.487159E7,3.1842172E7,2.435955E7,3.621269E7,3.282296E7,0,
1114,577.2990819538496,2.6306312,,,,,,,,,,,6402456.5,8138368.0,9379215.0,9049316.0,1.2997839E7,8674978.0,8951061.0,1.0276465E7,9509603.0,8866738.0,9137547.0,1.0501114E7,6864570.0,1.4343787E7,1.6664879E7,1.8271362E7,1.9158816E7,1.6407227E7,1.5968127E7,8835455.0,7372232.5,1.1394301E7,1.0337627E7,0,
1115,281.14667796755924,2.6402593,,,,,,,,,,,5327426.0,7609708.5,9708573.0,7943591.5,1.3467187E7,1.3086952E7,1.2911195E7,1.2890107E7,1.4409708E7,1.3095501E7,1.4228307E7,1.3054709E7,1.0162244E7,2.0438544E7,2.0706674E7,2.4604566E7,2.4288322E7,2.1277752E7,2.0860198E7,1.1892505E7,1.2973894E7,1.3031025E7,1.2969488E7,0,
1116,337.6793821335882,2.6406586,,,,,,,,,,,6599173.0,7225301.0,7106790.5,7300020.0,7754570.0,7139837.5,7130677.5,7055014.5,7581807.5,6603473.5,7192070.5,7286633.5,5285971.5,1.1487864E7,1.2038563E7,1.3457868E7,1.3141131E7,1.2575146E7,1.1655707E7,6950788.0,6896135.5,7188021.5,7258884.0,0,
1117,674.3516841229062,2.6406548,,,,,,,,,,,9862091.0,1.0816424E7,1.1669014E7,1.1112472E7,1.1180742E7,1.2174316E7,1.2304595E7,1.291446E7,1.3575744E7,1.2714046E7,1.2202301E7,1.2617873E7,8667098.0,1.9714934E7,2.4696378E7,2.7704238E7,2.8183302E7,2.4023526E7,2.2553986E7,1.0655563E7,1.0873078E7,1.3354501E7,1.3414753E7,0,
1118,390.752614346324,2.6451185,,,,,,,,,,,5246500.0,5683888.5,6345281.5,5836099.5,9549219.0,1895832.1,1771862.8,2483804.0,1505890.9,1734728.6,2038747.0,1813730.2,1614574.1,6625696.0,7085347.0,7439836.0,7521269.0,7313114.5,6375375.0,1850817.8,2181240.2,2172248.2,2593274.2,0,
1119,575.2836116890402,2.6442847,,,,,,,,,,,1.691961E7,1.5554854E7,1.8167244E7,1.707002E7,1.4899391E7,2.6465376E7,2.5304126E7,2.7429604E7,2.8847044E7,2.5186184E7,2.6738674E7,2.4059778E7,1.9809438E7,3.9979428E7,6.0782976E7,5.1633252E7,5.451875E7,5.1343904E7,4.4705736E7,2.1070502E7,2.5005552E7,2.6403838E7,2.5518648E7,0,
1120,349.70811894964686,2.6503386,,,,,,,,,,,1.6536374E7,1.8036388E7,1.9915678E7,1.937711E7,2.5483574E7,2.1718546E7,2.4349232E7,2.2574098E7,2.6266874E7,1.998881E7,2.617495E7,2.3100158E7,1.770751E7,4.538607E7,5.0146292E7,5.0314164E7,5.117032E7,5.083668E7,4.4011748E7,2.1643568E7,2.591551E7,2.3087936E7,2.3275956E7,0,
1121,698.4093027084459,2.6503685,,,,,,,,,,,3.383773E7,3.1754054E7,4.3544856E7,4.103514E7,5.3055588E7,5.0793584E7,4.9942876E7,4.6356816E7,5.64855E7,3.934601E7,5.482183E7,4.8158748E7,3.319999E7,8.391683E7,1.14291864E8,1.082055E8,1.0977291E8,1.0943323E8,8.6692424E7,3.7830788E7,5.1204028E7,5.151429E7,4.7641916E7,0,
1122,720.3910225696507,2.6523864,,,,,,,,,,,8553731.0,7680081.5,1.0749163E7,1.0750913E7,1.2434429E7,1.2349326E7,1.134293E7,9677380.0,1.2494841E7,8799275.0,1.3025449E7,1.0568818E7,7963959.5,9590044.0,1.1383223E7,1.0488894E7,1.0168311E7,1.1248162E7,9135135.0,9454463.0,1.2482584E7,1.2078655E7,1.0461485E7,0,
1123,353.66532348168823,2.6584766,,,,,,,,,,,4857889.0,5859813.5,6666683.5,5362333.5,8693004.0,7237695.0,6817563.5,6831444.0,7073441.5,6669454.5,7468827.5,7528201.0,6950718.0,1.2785609E7,1.3450762E7,1.3174401E7,1.3259399E7,1.2273984E7,1.1734623E7,7001571.0,6943182.0,7228244.0,7177863.0,0,
1124,701.2354828640888,2.656514,,,,,,,,,,,3159726.5,3322289.5,3915645.2,3841403.0,0,5386018.0,5325362.0,5624342.5,7547629.5,4541942.0,5606707.0,6223340.0,5673519.0,4606911.0,8178237.0,7897993.5,9398968.0,1.1371455E7,1.004241E7,3989256.5,5346539.5,5289600.0,5409794.5,0,
1125,492.2091894577615,2.6597214,,,,,,,,,,,5591672.0,5735445.5,4847866.0,6089893.5,6389428.0,5783811.5,5291740.0,4680588.5,6408679.0,4986315.0,6335090.5,6872279.5,4351640.5,1.0427956E7,1.1451531E7,1.1389436E7,1.0710803E7,1.1692989E7,9249134.0,4882880.5,5513447.0,6309186.0,5153954.5,0,
1126,360.1941417013514,2.7150533,,,,,,,,,,,1.6681958E8,1.5760536E8,1.092377E7,1.4733952E7,1060733.1,5219514.0,4907632.5,5184503.0,4460269.0,5831148.5,5307404.0,8.2536696E7,7.226007E7,1.6657558E8,1.7078747E8,1.6715391E7,1.5953803E8,1.8850544E8,1.5558688E8,9.2986744E7,6932905.5,9.0551784E7,8.338863E7,0,
1127,330.2386781238891,2.6686757,,,,,,,,,,,7017296.5,9861577.0,8553738.0,1.0443474E7,2.1226256E7,1.3987575E7,1.1358933E7,1.1925128E7,1.3088085E7,1.3906736E7,1.3944992E7,1.4389122E7,1.1525031E7,2.090087E7,2.6889494E7,2.7358144E7,2.6225398E7,2.6354552E7,2.32689E7,1.2943469E7,1.0224495E7,1.1540215E7,1.2848093E7,0,
1128,313.17086632639683,2.6683187,,,,,,,,,,,0,0,0,0,0,4954788.5,4105229.5,4217533.0,6090663.0,5592184.5,6041705.0,6359433.0,4404675.0,6010261.5,7322708.0,7581846.5,7022805.5,7725255.5,6814662.0,4310790.5,3430219.5,3984891.2,4562933.5,0,
1129,446.73009484771416,2.669023,,,,,,,,,,,5925411.0,6078125.5,5073786.5,6038572.0,6802394.0,1.4722827E7,1.3000776E7,1.3215396E7,1.417574E7,1.4444665E7,1.4598034E7,1.5464255E7,1.2831617E7,2.2563444E7,2.840783E7,2.7143708E7,2.6422314E7,2.6982974E7,2.6176374E7,1.4011716E7,1.1926097E7,1.3944083E7,1.3972302E7,0,
1130,245.18612781443355,2.6554947,,,,,,,,,,,0,0,0,0,6.5471796E7,0,0,0,0,0,0,0,0,2131935.8,1995427.5,2201017.0,2086032.9,1993620.6,1386117.1,0,0,0,0,0,
1131,358.14325109231766,2.6718972,,,,,,,,,,,1295383.0,1461517.1,1217007.2,1281072.2,1143775.4,2.440804E7,1.8985328E7,2.0739616E7,2.4829948E7,2.1761422E7,2.1687422E7,2.3854972E7,1.9207522E7,2.291916E7,2.89876E7,2.710149E7,2.7584496E7,2.692423E7,2.772568E7,2.014851E7,1.687868E7,2.0162558E7,2.1122448E7,0,
1132,328.1869636164773,2.6736965,,,,,,,,,,,1.8380946E7,1.8425552E7,1.7421236E7,1.6280262E7,2.0825758E7,1.8743664E7,1.4202828E7,1.747069E7,1.6026791E7,1.7450748E7,1.6706919E7,1.7093762E7,1.4505979E7,2.4873178E7,3.177043E7,3.1149704E7,3.025004E7,3.020812E7,3.1288112E7,1.822992E7,1.4001898E7,1.789283E7,1.9067906E7,0,
1133,442.24836795521395,2.6741276,,,,,,,,,,,3065952.8,3309317.2,3004368.5,2893568.5,3835201.8,6567022.0,5365104.0,6398851.5,6038865.0,6264601.5,6043652.5,6010230.0,5382414.5,9868105.0,1.2197656E7,1.2008725E7,1.1599336E7,1.1331416E7,1.1353657E7,6798589.5,4811732.0,5779449.0,6691493.5,0,
1134,314.6686065756065,2.6755416,,,,,,,,,,,5151522.5,4796330.0,5128015.5,5166790.0,6190003.5,5379140.0,5120225.0,5634655.0,5748865.5,4355209.5,4730740.5,4497215.5,5165473.5,9339162.0,1.1225193E7,9175727.0,9078844.0,9202905.0,9161313.0,5482037.0,4894205.5,6787036.5,5929497.0,0,
1135,628.3306944939595,2.678294,,,,,,,,,,,5.9066972E7,6.979801E7,6.251216E7,6.470314E7,7.612363E7,6.914155E7,5.4333548E7,6.4788496E7,7.10077E7,6.6390852E7,6.4618108E7,6.6247652E7,6.304714E7,1.2361044E8,1.5087654E8,1.4436928E8,1.5286272E8,1.45465E8,1.4653176E8,7.316785E7,5.2930412E7,6.27731E7,7.451793E7,0,
1136,536.235644643466,2.687268,,,,,,,,,,,0,0,0,0,0,4386064.0,3979010.5,4943018.0,5300302.5,4060239.0,4313092.0,5046222.5,4271343.0,6233492.0,6980571.5,6920496.5,7449284.5,6850555.5,7255050.0,5282563.0,4113495.0,4656435.0,4693092.0,0,
1137,371.7027778544367,2.6894207,,,,,,,,,,,2340580.5,2876013.5,2939448.0,2568029.5,3067784.8,4624790.0,4076742.5,4353234.5,5407428.5,4603767.5,4758538.0,4861627.0,4265171.0,8881079.0,9544775.0,9189691.0,9043288.0,8472622.0,7202212.5,4669015.0,4044776.2,4970110.5,4265358.0,0,
1138,742.398608042886,2.691206,,,,,,,,,,,1.0295658E7,1.5608103E7,1.3413284E7,1.2819062E7,1.351937E7,2.2362696E7,2.2535224E7,2.4578716E7,2.765642E7,2.1008622E7,2.244579E7,2.6854906E7,2.1298496E7,4.937381E7,4.7486996E7,4.5474372E7,5.3091876E7,4.8355932E7,4.371201E7,2.5194848E7,2.0940712E7,2.6308814E7,2.426543E7,0,
1139,219.11291112936374,2.693767,,,,,,,,,,,4921703.5,5797703.0,4846155.0,5278444.5,4781114.5,4563768.0,5127747.0,4568710.5,5041037.5,4861391.0,5469623.0,5060924.5,5752483.0,6342572.0,7163245.0,6749644.5,7933626.5,6962871.5,5956783.0,5150204.5,5005826.0,5014536.5,4351987.0,0,
1140,383.7265550918908,2.699322,,,,,,,,,,,993889.44,0,0,0,0,3903185.0,4798266.5,4360736.5,4226559.0,4936011.5,3920411.0,4633936.0,3912901.8,9696361.0,9005805.0,7999156.0,8238825.0,8410349.0,7115341.0,4577619.5,3816008.8,4579309.0,3707913.5,0,
1141,316.6649528631791,2.7038755,,,,,,,,,,,2122444.0,4122083.2,5477631.5,4929604.0,1.7299506E7,1.0127945E7,9316891.0,9016939.0,9201142.0,1.1065603E7,8851881.0,9925114.0,9334477.0,1.7628048E7,1.8509522E7,2.0646528E7,1.7950634E7,1.7402552E7,1.373248E7,8377147.0,9675078.0,1.0443746E7,9895599.0,0,
1142,406.7292735071528,2.7062817,,,,,,,,,,,6642085.5,7323744.5,6642761.0,8104645.0,8245958.0,6193183.5,5216165.0,5555583.5,4944481.5,6588108.5,5258233.5,6311679.0,5335327.0,1.0948202E7,1.2422643E7,1.1208059E7,1.1622087E7,1.1980894E7,8878341.0,5720732.0,6586051.0,6926056.5,7264158.5,0,
