row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_02_1F12_1.mzML Peak area,20260424_CVOL_Group_02_1F12_2.mzML Peak area,20260424_CVOL_Group_02_1F12_3.mzML Peak area,20260424_CVOL_Group_02_1F12_4.mzML Peak area,20260424_CVOL_Group_02_Control_LB.mzML Peak area,20260424_CVOL_Group_02_Delta_phzC_1.mzML Peak area,20260424_CVOL_Group_02_Delta_phzC_2.mzML Peak area,20260424_CVOL_Group_02_Delta_phzC_3.mzML Peak area,20260424_CVOL_Group_02_Delta_phzC_4.mzML Peak area,20260424_CVOL_Group_02_Delta_pvdE_1.mzML Peak area,20260424_CVOL_Group_02_Delta_pvdE_2.mzML Peak area,20260424_CVOL_Group_02_Delta_pvdE_3.mzML Peak area,20260424_CVOL_Group_02_Delta_pvdE_4.mzML Peak area,20260424_CVOL_Group_02_QC_01.mzML Peak area,20260424_CVOL_Group_02_QC_02.mzML Peak area,20260424_CVOL_Group_02_QC_03.mzML Peak area,20260424_CVOL_Group_02_QC_04.mzML Peak area,20260424_CVOL_Group_02_QC_05.mzML Peak area,20260424_CVOL_Group_02_QC_06.mzML Peak area,20260424_CVOL_Group_02_R47_1.mzML Peak area,20260424_CVOL_Group_02_R47_2.mzML Peak area,20260424_CVOL_Group_02_R47_3.mzML Peak area,20260424_CVOL_Group_02_R47_4.mzML Peak area,20260424_CVOL_bk_mapp_03.mzML Peak area,Unnamed: 37
1182,229.1544478044441,2.7636337,height,,,,,,,,,,,10922789.0,10928839.0,12511851.0,11678582.0,16623332.0,20285790.0,20219296.0,21375998.0,20417980.0,22710026.0,22417604.0,17002304.0,19211340.0,38551268.0,34079744.0,37076810.0,27154964.0,28877584.0,25974138.0,17730936.0,20065686.0,15972437.0,20585110.0,0.0,
1183,400.26292271647054,2.764068,height,,,,,,,,,,,12789091.0,11782015.0,14458517.0,12549687.0,22676216.0,25460872.0,24107438.0,24946674.0,24538164.0,27543446.0,27139042.0,20159396.0,23824722.0,43585670.0,41593692.0,43218388.0,31577144.0,34211664.0,31313354.0,22042382.0,24425122.0,20900586.0,24327632.0,0.0,
1184,399.2595646849365,2.7644584,height,,,,,,,,,,,58199784.0,57383684.0,70871416.0,60144330.0,89896920.0,118042950.0,115952880.0,118964310.0,119627544.0,133372420.0,128295120.0,95555464.0,115777576.0,209002420.0,194264660.0,212205570.0,154454430.0,167731920.0,146019790.0,103179384.0,114271250.0,88976904.0,117388890.0,0.0,
1185,748.369442002197,2.7644584,height,,,,,,,,,,,122833560.0,104016270.0,122620216.0,106458560.0,180410160.0,137335400.0,132913290.0,143716830.0,131550630.0,158196270.0,137561740.0,101020910.0,132572240.0,314800640.0,259797460.0,275695500.0,210655570.0,249750750.0,205863860.0,110383820.0,138232690.0,95642920.0,137079460.0,0.0,
1186,365.6832211509737,2.7657359,height,,,,,,,,,,,57345116.0,51497120.0,58610544.0,50852828.0,75638840.0,64799068.0,58963052.0,64620970.0,61638628.0,68252900.0,64789636.0,51742536.0,58601616.0,116654730.0,109218480.0,117106580.0,88678720.0,94219290.0,93187800.0,57256090.0,63323560.0,48560572.0,61334400.0,0.0,
1187,374.6893204474768,2.7661316,height,,,,,,,,,,,498815940.0,454543100.0,503305020.0,445048030.0,650145600.0,549165300.0,525117120.0,554419300.0,513717500.0,595299000.0,570642400.0,443351400.0,523893820.0,1009122300.0,951059400.0,1004716160.0,800975900.0,837732350.0,781051700.0,511646940.0,540849800.0,437441700.0,533135260.0,0.0,
1188,421.24163682263554,2.7661316,height,,,,,,,,,,,6975706.5,6064156.5,8126101.5,6747371.0,8916132.0,10856895.0,9560945.0,10470792.0,9579686.0,11704747.0,10779768.0,8152549.5,10696318.0,10890960.0,8978175.0,9774559.0,7958443.5,8184592.0,7972783.5,9743671.0,10756287.0,7345410.0,10828329.0,0.0,
1189,239.0579242829851,2.7734325,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,28618842.0,21656876.0,18146276.0,36101292.0,14235765.0,13543419.0,15481628.0,13821944.0,20440818.0,24417208.0,21871170.0,20948994.0,20157580.0,16457362.0,16941676.0,14972875.0,12469955.0,15390382.0,0.0,
1190,222.0314707506257,2.7739367,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,27829962.0,21311060.0,17882418.0,35306980.0,15388469.0,14238079.0,14561227.0,13742204.0,21791966.0,24284886.0,21818098.0,21787634.0,21530842.0,18560836.0,16335164.0,15522181.0,12080925.0,14814867.0,0.0,
1191,429.2704217697563,2.7809298,height,,,,,,,,,,,7513439.5,6151648.5,7465590.0,5690917.0,8662626.0,8786144.0,7611192.0,8420632.0,7723640.0,8686360.0,7657113.5,6766960.5,6842415.5,13614586.0,15618638.0,13410496.0,12857247.0,14770247.0,11719123.0,8148766.5,8293658.5,7159932.0,7343808.5,0.0,
1192,619.291211726349,2.7650566,height,,,,,,,,,,,0.0,5626651.0,6194490.0,5994777.0,8089585.0,6686553.5,7032204.0,0.0,7715357.5,7129402.0,7294802.5,6941964.5,6809269.0,14100516.0,13332311.0,13864005.0,14632453.0,13704257.0,13174005.0,6372979.0,6314483.0,0.0,7151021.0,0.0,
1193,433.2419363650421,2.7912462,height,,,,,,,,,,,10369803.0,12021210.0,10505068.0,11032135.0,12384909.0,8487854.0,10873483.0,8659608.0,8653200.0,10873601.0,8366768.5,7653712.0,9629991.0,7460805.5,8067903.0,7191427.0,7432678.0,9423016.0,7957323.5,8634501.0,9750660.0,8986168.0,8183609.0,0.0,
1194,428.7242354646852,2.7920313,height,,,,,,,,,,,48540228.0,54144900.0,49095692.0,50718360.0,65619704.0,55165412.0,61090292.0,56053330.0,62461176.0,59667172.0,51775536.0,48370576.0,55426252.0,92215560.0,105013960.0,90899900.0,95874860.0,106664410.0,93631590.0,51467230.0,54957330.0,56109400.0,50508520.0,0.0,
1195,856.4411756648573,2.792032,height,,,,,,,,,,,56507710.0,65314480.0,56152720.0,59424404.0,78720610.0,69641980.0,76575704.0,62543100.0,68796480.0,74558510.0,63544770.0,53400424.0,64648970.0,124519656.0,158087760.0,142886000.0,150800830.0,153562480.0,125996950.0,53618824.0,70042184.0,64928692.0,61073276.0,0.0,
1196,546.2593011427477,2.7940156,height,,,,,,,,,,,13866929.0,18279452.0,16391485.0,17535758.0,22287392.0,21121786.0,24185888.0,19947040.0,22230654.0,24843466.0,20662664.0,16982132.0,21034312.0,34155504.0,39428268.0,38077870.0,39670640.0,42082816.0,33774444.0,17661876.0,21719908.0,20266084.0,19206682.0,0.0,
1197,318.1465020754539,2.799965,height,,,,,,,,,,,6205292.5,7225505.5,6499386.5,6685062.0,8028068.0,6626021.5,6982528.0,6595730.0,7469818.5,7885030.5,7048340.0,6265591.5,7084516.0,10875610.0,12066194.0,11195040.0,10885303.0,11786338.0,10042566.0,5607267.0,7161945.5,6889996.5,6793359.0,0.0,
1198,635.286021893597,2.7999651,height,,,,,,,,,,,11534817.0,14259405.0,11319113.0,12543748.0,15020526.0,12921374.0,13686958.0,11225816.0,12219111.0,14095615.0,11168548.0,10362704.0,12514596.0,22521994.0,25379646.0,25544650.0,28329712.0,28266510.0,20694914.0,9496648.0,12664211.0,11976686.0,11675323.0,0.0,
1199,120.04455210233886,2.802727,height,,,,,,,,,,,88850504.0,114677520.0,73211560.0,116245710.0,6539366.0,26504530.0,34809732.0,50639256.0,22664226.0,29002406.0,27845506.0,14071692.0,36464140.0,88029660.0,93525384.0,91745256.0,94079600.0,85703550.0,75565330.0,39500010.0,41706140.0,50203760.0,37957452.0,0.0,
1200,138.05494179507875,2.8031254,height,,,,,,,,,,,36615724.0,47441692.0,30320900.0,49131110.0,2709406.0,10578962.0,14089744.0,21149458.0,8906215.0,11531778.0,11603559.0,5634957.0,14787260.0,34038676.0,35401336.0,34366540.0,35202004.0,34361630.0,31031060.0,16324419.0,17092088.0,20274760.0,15626163.0,0.0,
1201,121.0478459562527,2.802166,height,,,,,,,,,,,9007462.0,12426302.0,8148522.5,12510421.0,0.0,2805871.8,3946463.8,5831944.5,2638182.0,2911811.0,3250220.2,1561483.6,3866412.8,9392588.0,9747379.0,9484002.0,10736773.0,9161192.0,8005771.5,4404614.5,4587931.5,5002188.5,4335440.0,0.0,
1202,658.3411933048301,2.8043265,height,,,,,,,,,,,8845349.0,10317112.0,8710024.0,8577218.0,10831432.0,9909902.0,8723148.0,7682388.5,9833858.0,10556209.0,7714525.5,7134956.0,9266612.0,15416077.0,15605563.0,19511482.0,20782476.0,17791656.0,15484348.0,6653553.5,8926746.0,9279680.0,8509774.0,0.0,
1203,332.21788795872834,2.8043365,height,,,,,,,,,,,5756612.0,7052097.0,6237110.5,6492209.0,8413659.0,8883131.0,9842319.0,7268932.5,9746370.0,10022258.0,7778176.0,7319307.0,9030218.0,13562094.0,12567377.0,14113911.0,16121159.0,14141932.0,12462819.0,7677287.0,8809051.0,8928577.0,8112786.0,0.0,
1204,411.2601092204921,2.8047876,height,,,,,,,,,,,62061100.0,68672296.0,61257036.0,59784990.0,84237230.0,57845150.0,67787704.0,59914036.0,65233230.0,70396480.0,63190250.0,59923550.0,59937690.0,107380120.0,132325560.0,114697460.0,122169640.0,130373120.0,117279944.0,61014836.0,60719580.0,59883544.0,60046756.0,0.0,
1205,325.186989522653,2.804842,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,6933434.0,6819124.5,4837972.0,8657654.0,6392890.5,5732229.0,6187906.5,6585771.5,6876722.5,7280018.5,6451988.0,7811517.0,6567035.5,6185528.0,5059533.5,5278615.5,6316623.5,5361043.5,0.0,
1206,456.2817098290225,2.8042665,height,,,,,,,,,,,11623653.0,9241109.0,7054240.5,7705665.0,5078445.0,201698720.0,171185120.0,143182000.0,203056050.0,186958000.0,152277340.0,168254340.0,188127570.0,222325970.0,219749950.0,274636060.0,294766750.0,256247070.0,219606640.0,127229920.0,165053000.0,184860600.0,156871800.0,0.0,
1207,412.2633510125482,2.8071876,height,,,,,,,,,,,13845267.0,14952581.0,13596877.0,14632188.0,19421624.0,12565353.0,15011948.0,13570003.0,14355272.0,15612188.0,13565846.0,13141735.0,13454557.0,24202398.0,30528236.0,24863642.0,26547776.0,29029934.0,24209432.0,13376069.0,13526528.0,13152977.0,13178010.0,0.0,
1208,314.20736687261245,2.8159478,height,,,,,,,,,,,39145710.0,39137210.0,35452864.0,36285030.0,50565852.0,36732156.0,34151516.0,35558390.0,35030016.0,38999140.0,39786868.0,36913776.0,34032480.0,60751416.0,63637616.0,80102360.0,82774664.0,64022252.0,59744410.0,33480282.0,37622036.0,38806500.0,38655836.0,0.0,
1209,813.4358188999132,2.8171344,height,,,,,,,,,,,71494580.0,77035100.0,68083370.0,62568012.0,72400830.0,67812940.0,56621220.0,64134696.0,61683772.0,72199830.0,68358900.0,63184440.0,51926224.0,133689450.0,140983300.0,161721300.0,174016900.0,110523690.0,140660820.0,60205984.0,69986680.0,70497220.0,72501200.0,0.0,
1210,407.2216134718892,2.8183315,height,,,,,,,,,,,41083436.0,42674190.0,37109140.0,37935892.0,49049090.0,40736564.0,35708468.0,37465850.0,35987252.0,41531090.0,43056100.0,40265732.0,34926596.0,65454868.0,64444852.0,72600860.0,73333970.0,59934440.0,71648310.0,38240276.0,44037220.0,40004316.0,42473444.0,0.0,
1211,491.2866000392704,2.8248365,height,,,,,,,,,,,2858779.0,4246817.0,4354523.0,4259468.0,13024923.0,13706621.0,12051159.0,11069896.0,15724636.0,12415483.0,13765428.0,13290362.0,11134788.0,17231886.0,20228162.0,22249572.0,23320044.0,17046664.0,19660064.0,10990372.0,11847658.0,11296851.0,13166602.0,0.0,
1212,543.314253933638,2.8264391,height,,,,,,,,,,,4235877.0,5506572.5,4708970.5,5401939.5,5231270.0,6912987.0,6148011.5,6036884.0,8174838.0,7134200.5,7399890.0,7227343.0,5264688.0,11231141.0,12187841.0,12301752.0,12952935.0,9523441.0,12762023.0,6946811.5,7229014.5,6441996.0,7529917.5,0.0,
1213,183.09170859228308,2.8292193,height,,,,,,,,,,,2457984.2,2888773.0,2652683.5,2414905.0,7021257.0,3085998.0,3235678.2,3086393.2,3460830.5,4151877.0,4318484.0,3853802.2,3398537.5,4998738.0,5776030.0,5838831.0,5971636.5,5031363.0,4975808.5,2061733.9,3781356.8,4041593.2,3435626.8,0.0,
1214,210.11021292168115,2.8310747,height,,,,,,,,,,,5437283.5,2843021.2,5441409.5,8440533.0,0.0,4093171.5,8010289.5,5585722.0,4727173.5,3277400.0,4852355.0,6146658.0,6488858.0,5224968.5,5642573.0,4472819.5,5029331.0,4645112.0,4801762.5,9328270.0,7197932.0,7712357.5,5449415.5,0.0,
1215,170.1175596567298,2.8302572,height,,,,,,,,,,,12484407.0,5719281.5,10791939.0,18876118.0,0.0,8643174.0,17678130.0,13238935.0,8852737.0,6826160.0,9716619.0,13640733.0,15692117.0,18971082.0,20299028.0,20333064.0,21630594.0,21546544.0,19324290.0,19981816.0,15430606.0,17823094.0,11459272.0,0.0,
1216,770.4484426134605,2.831098,height,,,,,,,,,,,4105465.5,5999377.5,5152891.5,5229446.5,0.0,4324862.0,3731644.8,4037528.5,4928052.5,5376025.0,6240074.5,4728181.5,3410445.5,10100671.0,10451447.0,10297872.0,11168217.0,8241966.5,10621023.0,5076537.5,5357015.0,4326405.0,4780134.5,0.0,
1217,329.6997476386712,2.8323944,height,,,,,,,,,,,5742048.0,7488649.5,8052597.5,8790633.0,10932446.0,12257295.0,12081120.0,11218367.0,13690883.0,13029067.0,12460992.0,12889795.0,10338792.0,24108728.0,24473922.0,24189326.0,25987292.0,24089352.0,23936646.0,12207919.0,12717959.0,13376253.0,12891275.0,0.0,
1218,441.2344667107354,2.8331852,height,,,,,,,,,,,5843148.0,7760818.0,6347508.0,7584107.5,7996893.0,8004021.0,8952022.0,6680449.5,8965343.0,8252462.0,8907736.0,7862100.0,6766603.0,13530357.0,14676427.0,11908030.0,12880833.0,11229866.0,12255627.0,8251605.5,8400670.0,8022922.5,8036851.0,0.0,
1219,279.16909455513263,2.8628197,height,,,,,,,,,,,0.0,0.0,0.0,0.0,34133052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455364.2,0.0,1813140.5,0.0,0.0,
1220,382.7081186883087,2.835171,height,,,,,,,,,,,3046260.0,3087638.5,3205641.5,3601485.2,3219077.8,5746660.5,5264301.5,5499274.5,6664412.0,6188049.5,5995071.0,6359279.5,4601147.0,12987142.0,13099632.0,11855852.0,13613495.0,11783709.0,11949404.0,6258706.0,5916531.5,5869794.5,6136207.0,0.0,
1221,513.3034800331639,2.8395553,height,,,,,,,,,,,25095050.0,26234674.0,25395006.0,28385000.0,31386268.0,28616954.0,23989136.0,26271080.0,30394090.0,31583826.0,27078782.0,29505218.0,21839036.0,58315764.0,53548732.0,53332936.0,57908596.0,48818910.0,55454410.0,30189458.0,26727224.0,27632318.0,31587750.0,0.0,
1222,548.3083712839641,2.8408782,height,,,,,,,,,,,8734233.0,9608208.0,11512841.0,12231054.0,20044586.0,17231040.0,13900617.0,15440380.0,18556930.0,18313352.0,15287160.0,16846584.0,12945231.0,32953642.0,31072718.0,30727822.0,32219402.0,28439140.0,31026886.0,16275185.0,15457602.0,15142990.0,15602472.0,0.0,
1223,360.1951192412424,2.838232,height,,,,,,,,,,,104626410.0,121575336.0,109666860.0,133638720.0,19790092.0,92720104.0,95134850.0,105291944.0,106622470.0,109464700.0,103756660.0,107013250.0,89671496.0,214550420.0,205057580.0,202237400.0,217077680.0,201799380.0,197052300.0,117862200.0,119082776.0,123985650.0,104910410.0,0.0,
1224,427.2554003450506,2.8429275,height,,,,,,,,,,,13141845.0,12417912.0,13417716.0,14942866.0,16857896.0,14380610.0,11319876.0,13329775.0,13907280.0,14421507.0,13973351.0,13380170.0,10707653.0,27021766.0,27827686.0,28149972.0,28595766.0,28088192.0,25556304.0,14070124.0,13483222.0,13810162.0,14036882.0,0.0,
1225,557.32962226209,2.8429728,height,,,,,,,,,,,3621909.0,5214103.5,6854805.5,5539270.0,12727860.0,11199773.0,10934575.0,9716673.0,11978097.0,11800444.0,11867624.0,11245320.0,9430547.0,17647314.0,19045338.0,20669818.0,22017058.0,17221950.0,18834820.0,11656227.0,11530887.0,11512272.0,12328924.0,0.0,
1226,334.18161806152494,2.8504586,height,,,,,,,,,,,18518284.0,18124266.0,15968117.0,17026814.0,17930120.0,29867452.0,28213596.0,30491492.0,31312628.0,31020654.0,30644386.0,26994548.0,27936498.0,56862024.0,56429612.0,57356136.0,53969200.0,56325600.0,53494612.0,28750628.0,27243026.0,29428860.0,28361024.0,0.0,
1227,374.68859796968025,2.8555155,height,,,,,,,,,,,22272776.0,24586274.0,21683674.0,23464578.0,25845670.0,23716278.0,23197940.0,25357974.0,24003796.0,25797840.0,24953684.0,22898072.0,24441694.0,45611840.0,44002212.0,40500116.0,43460588.0,47801804.0,43541708.0,23361428.0,22438522.0,22614960.0,23055138.0,0.0,
1228,211.1441850029969,2.8563106,height,,,,,,,,,,,210675660.0,204035790.0,202459580.0,200425400.0,222334030.0,211702600.0,208496030.0,225338180.0,215448960.0,221834450.0,228399000.0,206213310.0,199496340.0,310959520.0,238190370.0,247159840.0,271168320.0,274562300.0,271869600.0,219526780.0,191559550.0,209282080.0,203468460.0,0.0,
1229,763.3333495597128,2.8587606,height,,,,,,,,,,,15770007.0,16053577.0,12968391.0,13717087.0,17982246.0,12760282.0,13975852.0,15004154.0,13154661.0,15670406.0,16087681.0,13403335.0,15725876.0,30398404.0,28047198.0,23859914.0,29226574.0,28092086.0,25804448.0,12986913.0,12130859.0,13990911.0,12274540.0,0.0,
1230,355.21591257350684,2.8588097,height,,,,,,,,,,,11378643.0,12631328.0,11091451.0,11901904.0,14997205.0,12632460.0,12486825.0,16010809.0,12846497.0,14416838.0,15344241.0,13270553.0,15064698.0,25857240.0,21201260.0,20716542.0,24653664.0,24663656.0,24159540.0,11937103.0,12094879.0,12662607.0,11922401.0,0.0,
1231,709.4243974331362,2.8596165,height,,,,,,,,,,,11615277.0,13195479.0,10358567.0,11158162.0,14323595.0,11819711.0,13113427.0,15309702.0,12222678.0,14655808.0,14039378.0,11792899.0,16073250.0,28925956.0,25023536.0,20802176.0,26630224.0,26764440.0,24342778.0,11953683.0,10181263.0,12609927.0,15938650.0,0.0,
1232,661.3224517629034,2.8612542,height,,,,,,,,,,,12276907.0,12883010.0,11148964.0,11036420.0,13049178.0,11291073.0,12606203.0,12349687.0,11352148.0,12904311.0,12288722.0,11705882.0,12840024.0,26769882.0,23505200.0,19602220.0,26009144.0,25419926.0,22906904.0,11630217.0,10595366.0,11200358.0,10326179.0,0.0,
1233,431.2323013067025,2.8620503,height,,,,,,,,,,,10020333.0,11000084.0,15163079.0,12238537.0,27179538.0,23646534.0,24784334.0,24446596.0,22778746.0,25938674.0,24945842.0,23408078.0,24984062.0,39608496.0,34897190.0,33492744.0,40524704.0,40246350.0,37570750.0,22089342.0,22410478.0,22185546.0,20353500.0,0.0,
1234,576.3507659799047,2.8761637,height,,,,,,,,,,,0.0,22583978.0,19888594.0,18734276.0,22880042.0,14523958.0,18288998.0,16585788.0,16171539.0,20505128.0,17740094.0,15154592.0,17635480.0,37781144.0,33876860.0,29149474.0,38046080.0,35299244.0,36524348.0,17589016.0,16754493.0,19529020.0,18308940.0,0.0,
1235,674.3845509785688,2.8780346,height,,,,,,,,,,,0.0,62509732.0,61854896.0,58706164.0,67004520.0,51108024.0,61631210.0,54172604.0,56019190.0,70739700.0,56854120.0,53295360.0,65229450.0,45667096.0,32339076.0,0.0,40908024.0,42693892.0,50223220.0,56443012.0,64693840.0,62881560.0,65713000.0,0.0,
1236,288.6788962415207,2.8786836,height,,,,,,,,,,,15974860.0,16744689.0,16097760.0,15389291.0,17331700.0,14926243.0,16020318.0,16587205.0,14622967.0,17516484.0,14209635.0,16351456.0,15670888.0,24232602.0,21140030.0,21422328.0,23076068.0,24717278.0,24677578.0,15775163.0,13842157.0,15882065.0,15201736.0,0.0,
1237,1303.7995810512364,2.8790603,height,,,,,,,,,,,14487488.0,18143520.0,19356950.0,18375260.0,32453224.0,17325670.0,25191966.0,19509230.0,18540200.0,27767100.0,18994716.0,19012566.0,24727252.0,43015870.0,35076708.0,34171148.0,37785280.0,48482428.0,43618604.0,15872247.0,17644770.0,17821956.0,21280590.0,0.0,
1238,185.16496110672048,2.8794541,height,,,,,,,,,,,10881314.0,12294988.0,13766227.0,11968508.0,15436138.0,12096512.0,14388031.0,13046604.0,12877940.0,14614299.0,12505177.0,12535900.0,13771337.0,21263796.0,18649748.0,19691528.0,19736362.0,19131870.0,23710736.0,12798542.0,13048369.0,12576522.0,14121263.0,0.0,
1239,244.12928207609477,2.8798542,height,,,,,,,,,,,33401998.0,42310516.0,42291716.0,39162290.0,50323244.0,36728240.0,42879932.0,40274116.0,40667908.0,47549550.0,42205668.0,37225544.0,40462892.0,67564560.0,58614960.0,58684076.0,68050580.0,56536110.0,73755850.0,41527630.0,41708572.0,42693584.0,45364320.0,0.0,
1240,326.7058972711355,2.8798542,height,,,,,,,,,,,1025898560.0,1180397300.0,1228361600.0,1123297500.0,1414335200.0,1145740700.0,1269115100.0,1191797200.0,1206702600.0,1373352200.0,1170477300.0,1183492700.0,1242944100.0,1922952800.0,1694305000.0,1796147200.0,1861300600.0,1668996700.0,2026012900.0,1179593500.0,1175073200.0,1200388200.0,1238700500.0,0.0,
1241,409.2810937539991,2.8798542,height,,,,,,,,,,,29572320.0,34346604.0,36896068.0,33672576.0,43177612.0,32250026.0,37297624.0,35123308.0,33344422.0,41159896.0,36125320.0,33014466.0,35825868.0,55456464.0,48857400.0,50518252.0,54991292.0,50735852.0,59989132.0,33489734.0,36468748.0,34423228.0,37370300.0,0.0,
1242,440.2506067204538,2.8798542,height,,,,,,,,,,,90233270.0,110908060.0,116999864.0,105770980.0,133820020.0,101293350.0,115040820.0,109220060.0,108761770.0,126653320.0,110946904.0,103713240.0,115515630.0,167365550.0,155490530.0,158884820.0,173726530.0,156511780.0,188228320.0,108593300.0,112707336.0,110300584.0,117611650.0,0.0,
1243,652.4037583338845,2.8798542,height,,,,,,,,,,,889648450.0,1195726700.0,1181197200.0,1097529500.0,1531063000.0,972199600.0,1187240200.0,1079432300.0,1113253800.0,1388643600.0,1171236500.0,1032802370.0,1182728300.0,2208907000.0,1769579000.0,1816997400.0,1961108400.0,1922461300.0,2317269500.0,1075481900.0,1171975200.0,1194016800.0,1253954600.0,0.0,
1244,337.6960931723318,2.8794525,height,,,,,,,,,,,13972578.0,14649306.0,15484619.0,14182926.0,14421103.0,15390396.0,14818910.0,16017079.0,15674181.0,15728393.0,15010795.0,15674926.0,15569740.0,16908626.0,14806675.0,16151628.0,17241758.0,14757900.0,19592278.0,14943691.0,16363693.0,14654555.0,16437131.0,0.0,
1245,318.19210866016465,2.8798542,height,,,,,,,,,,,9402961.0,12214735.0,12429591.0,11509656.0,14745543.0,10663544.0,12927121.0,11657650.0,12587120.0,13194302.0,11231406.0,11427795.0,10791531.0,17567806.0,17120758.0,16861926.0,19823170.0,17537382.0,20472384.0,12193500.0,12607798.0,12021673.0,12457906.0,0.0,
1246,652.9044103493956,2.8802524,height,,,,,,,,,,,17597646.0,27212690.0,24236228.0,22551556.0,35437116.0,26481062.0,36050004.0,25057742.0,36298430.0,37867876.0,27424318.0,24912364.0,34547084.0,60502270.0,53148410.0,50694584.0,55599820.0,51465210.0,59022948.0,24550734.0,27448930.0,37022572.0,27962016.0,0.0,
1247,993.6348823928622,2.8842654,height,,,,,,,,,,,13632127.0,19282116.0,17667800.0,17940638.0,13824264.0,9600689.0,10382247.0,12114582.0,10091511.0,12862434.0,15664292.0,11950343.0,11664242.0,27521126.0,23433868.0,21362892.0,23380218.0,21664890.0,27260212.0,11973534.0,15224666.0,13124217.0,16163661.0,0.0,
1248,391.7246179737776,2.885225,height,,,,,,,,,,,12112264.0,9647606.0,6450708.0,7093241.0,0.0,0.0,0.0,0.0,0.0,0.0,2692572.5,0.0,0.0,5712100.5,4793851.5,5291263.0,6191679.5,5003906.5,5344851.0,0.0,1934078.5,0.0,2413662.2,0.0,
1249,342.23871277408847,2.8882396,height,,,,,,,,,,,187860800.0,214379860.0,183109630.0,178984350.0,115512510.0,113267420.0,131383944.0,159332660.0,124841550.0,154336600.0,138288900.0,131283384.0,147807760.0,290821820.0,244843550.0,264341680.0,296133220.0,231034370.0,271598430.0,143321120.0,129325310.0,167124980.0,150304300.0,0.0,
1250,343.2421482453683,2.8886337,height,,,,,,,,,,,39468740.0,47324924.0,33420352.0,33171890.0,25096414.0,19439212.0,24156800.0,32108296.0,22715632.0,27463324.0,27989386.0,27506986.0,27583148.0,55141144.0,45175310.0,59233424.0,60798170.0,41854628.0,52675876.0,30468322.0,26861828.0,33884696.0,30895508.0,0.0,
1251,644.3047889244327,2.8969624,height,,,,,,,,,,,6470599.0,6323188.0,7509580.5,7094913.0,10976184.0,6427180.0,6405717.5,7376255.5,5733155.0,7432176.5,6742935.0,7282797.5,7934635.5,15116586.0,12471926.0,16159653.0,16498052.0,14095612.0,13421816.0,5645498.0,5331815.0,8455548.0,6661625.5,0.0,
1252,706.3233493474725,2.8973653,height,,,,,,,,,,,15417254.0,15275325.0,21402880.0,20350562.0,27629846.0,19582626.0,19594594.0,25227052.0,16438428.0,22844556.0,22744274.0,22820458.0,24489902.0,44229070.0,41385580.0,47863810.0,51922252.0,42684076.0,38885610.0,17073034.0,16411610.0,24048750.0,22167480.0,0.0,
1253,353.6651463069569,2.8944905,height,,,,,,,,,,,5096780.0,5919299.0,7595268.5,7378616.5,9400678.0,7954667.5,7780274.5,10046979.0,6784376.5,8859242.0,8633441.0,8597724.0,8327064.5,12669743.0,11147818.0,12751586.0,14246385.0,11718470.0,12928929.0,6994404.5,6819603.5,9112256.0,8664983.0,0.0,
1254,746.3726013480494,2.8985946,height,,,,,,,,,,,5350707.0,5133904.0,6435872.5,6548140.5,7738727.5,6397543.0,6439388.0,7462259.0,4935448.0,7043529.0,7140642.0,7604932.5,7751640.0,13651215.0,12955079.0,15915254.0,16074148.0,14150149.0,12261182.0,5800676.0,5373397.5,8042254.5,7228248.5,0.0,
1255,613.3555431094686,2.899392,height,,,,,,,,,,,8573985.0,7262851.0,9262314.0,8801061.0,9374396.0,12733848.0,12617889.0,15013793.0,10853397.0,14463456.0,14588090.0,14148622.0,15523164.0,25180818.0,22541506.0,26408332.0,27589452.0,23937492.0,22719864.0,11934987.0,10326030.0,16324309.0,13268650.0,0.0,
1256,636.270296834525,2.9050548,height,,,,,,,,,,,12945135.0,12062960.0,15315996.0,14464848.0,16027986.0,13449012.0,13209976.0,15203313.0,10879335.0,15208928.0,14119966.0,14554978.0,14530331.0,26604886.0,27208186.0,28399260.0,29268450.0,27490740.0,26515050.0,11563643.0,12034433.0,14799953.0,13295184.0,0.0,
1257,782.4417350046147,2.9140477,height,,,,,,,,,,,13607846.0,11967920.0,7220183.5,8365373.5,0.0,0.0,1102787.6,0.0,0.0,1553340.5,0.0,0.0,1087778.5,8201042.0,5891544.5,8169782.5,3700909.0,6066215.0,9454791.0,0.0,1291757.5,1238210.5,1600287.5,0.0,
1258,417.2134812829291,2.9103239,height,,,,,,,,,,,43419012.0,31823656.0,27601256.0,30979354.0,17655488.0,28660626.0,28813126.0,34082556.0,29235046.0,31480932.0,28859266.0,32187116.0,31672754.0,51095508.0,56344200.0,54031010.0,59165880.0,60034264.0,58520636.0,29310946.0,27010794.0,31853342.0,25671650.0,0.0,
