row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_02_1F12_1.mzML Peak height,20260428_CVOL_Group_02_1F12_2.mzML Peak height,20260428_CVOL_Group_02_1F12_3.mzML Peak height,20260428_CVOL_Group_02_1F12_4.mzML Peak height,20260428_CVOL_Group_02_Control_LB.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_1.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_2.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_3.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_4.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_1.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_2.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_3.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_4.mzML Peak height,20260428_CVOL_Group_02_QC_01.mzML Peak height,20260428_CVOL_Group_02_QC_02.mzML Peak height,20260428_CVOL_Group_02_QC_03.mzML Peak height,20260428_CVOL_Group_02_QC_04.mzML Peak height,20260428_CVOL_Group_02_QC_05.mzML Peak height,20260428_CVOL_Group_02_QC_06.mzML Peak height,20260428_CVOL_Group_02_R47_1.mzML Peak height,20260428_CVOL_Group_02_R47_2.mzML Peak height,20260428_CVOL_Group_02_R47_3.mzML Peak height,20260428_CVOL_Group_02_R47_4.mzML Peak height,20260428_CVOL_bk_mapp_pre_01.mzML Peak height,
907,617.3300700571003,4.272154,,,,,,,,,,,4.546699E7,3.9149536E7,4.121458E7,4.652969E7,4.842761E7,4.28231E7,4.871981E7,4.1425664E7,5.1971692E7,4.084956E7,5.7671908E7,4.47183E7,5.089946E7,5.2085996E7,5.011443E7,5.646965E7,4.2218764E7,5.777554E7,4.873998E7,4.1754096E7,5.4263096E7,4.7320536E7,4.55553E7,0,
908,1100.5779249958787,4.2354264,,,,,,,,,,,3.6872336E7,3.6280748E7,4.810838E7,3.9805384E7,7.954438E7,0,5.936646E7,6.3893428E7,5.8736416E7,0,0,4.750574E7,4.8214876E7,5.875836E7,0,8.984913E7,0,5.6685388E7,0,5.3395708E7,5.7506172E7,4.5144696E7,5.3690892E7,0,
909,679.3700096698777,4.2829194,,,,,,,,,,,1.3125543E7,1.0510382E7,1.1920204E7,1.3679345E7,7689624.0,1.1083029E7,1.2690019E7,1.0438801E7,1.1086606E7,8491784.0,1.3994452E7,9565184.0,1.4149997E7,1.0909422E7,1.2030737E7,1.1618107E7,1.0138571E7,1.1083235E7,1.1678022E7,1.0721435E7,1.325563E7,9965058.0,1.0592996E7,0,
910,389.2395811815329,4.290546,,,,,,,,,,,1.1921457E7,1.035391E7,1.2030115E7,1.144019E7,1.2536859E7,1.1960095E7,1.2576418E7,1.1592806E7,1.2276124E7,1.0396831E7,1.4391865E7,1.197791E7,1.3996277E7,1.0426143E7,1.3914546E7,1.2009316E7,1.1864274E7,1.1520871E7,1.1529123E7,1.1806602E7,1.3949838E7,1.0688475E7,1.1944292E7,0,
911,659.3400621712874,4.254105,,,,,,,,,,,8.387344E7,6.9789416E7,0,5.687192E7,3.3019042E7,3.6395756E7,4.123904E7,4.5256096E7,0,0,4.8651708E7,3.91023E7,5.2093188E7,6.3432892E7,5.31711E7,5.7516668E7,5.6374652E7,5.17558E7,5.564672E7,0,4.1292596E7,5.1332908E7,5.514497E7,0,
912,553.3352585173022,4.287857,,,,,,,,,,,4.039798E7,3.0068884E7,2.584705E7,2.7215008E7,2.5553306E7,2.420965E7,2.809465E7,2.3467222E7,2.5256582E7,0,2.8751124E7,2.5524484E7,2.6803594E7,2.9184622E7,3.1328384E7,3.1345856E7,2.8024696E7,2.9377244E7,0,2.434108E7,2.7026154E7,2.2529288E7,2.594635E7,0,
913,562.2911180471518,4.294537,,,,,,,,,,,2.01086E8,1.578296E8,1.7304291E8,1.852728E8,1.9700714E8,1.9348914E8,2.0372538E8,1.8150976E8,1.8470466E8,1.46467E8,2.1721322E8,1.79085E8,2.2513523E8,1.7817216E8,2.2187578E8,2.1672891E8,1.823017E8,1.7903405E8,1.9610646E8,1.7459576E8,2.105905E8,1.626187E8,1.7567968E8,0,
914,472.2775840999689,4.2997355,,,,,,,,,,,3897033.2,3644401.2,7662473.0,4122672.2,3.0347692E7,2.8933288E7,2.4837432E7,2.3418468E7,2.8045602E7,1.9878894E7,2.6854512E7,2.5732926E7,2.8938112E7,1.7721772E7,2.0532164E7,2.242043E7,1.7574096E7,1.5915348E7,1.905301E7,1.9734626E7,2.2410378E7,1.8220204E7,2.1683712E7,0,
915,286.17624701756677,4.302563,,,,,,,,,,,3.610292E7,3.3239546E7,3.0350726E7,3.1062412E7,3.374138E7,4.7849584E7,4.3512436E7,4.7045956E7,5.0217396E7,4.7241372E7,4.8253804E7,4.9210124E7,4.9379696E7,4.0501784E7,4.3449624E7,5.0994984E7,3.998954E7,3.7693316E7,4.2701064E7,4.3984356E7,4.8577636E7,3.9494536E7,4.4522132E7,0,
916,645.3275538499546,4.308526,,,,,,,,,,,9766441.0,9100444.0,7984353.5,8862496.0,1.1499377E7,1.1889305E7,1.0450035E7,1.0550225E7,1.0891117E7,1.0552064E7,1.1201538E7,1.0120248E7,1.1878733E7,1.0878357E7,1.1718E7,1.3306786E7,1.0871513E7,9455941.0,1.1191444E7,1.0244466E7,1.0964087E7,9060245.0,1.0894102E7,0,
917,229.15478529296053,4.3173747,,,,,,,,,,,1.3584043E7,1.3703737E7,1.225647E7,1.1934711E7,1.7278158E7,1.8793794E7,1.47308E7,1.6264338E7,1.7715662E7,1.8084636E7,1.4830671E7,1.5986218E7,1.8012996E7,1.4814762E7,1.4889122E7,1.774123E7,1.4793888E7,1.4941823E7,1.6977378E7,1.6362852E7,1.5791031E7,1.4864153E7,1.953992E7,0,
918,475.2227144606503,4.317376,,,,,,,,,,,2.9721002E8,2.8921312E8,2.785389E8,2.713661E8,3.5874458E8,4.105087E8,3.355838E8,3.7605776E8,3.848045E8,3.8852035E8,3.3191062E8,3.5784464E8,3.8124272E8,3.1601267E8,3.2741968E8,3.7981965E8,3.121932E8,3.362928E8,3.6521245E8,3.621925E8,3.3602938E8,3.2107216E8,4.1416294E8,0,
919,949.4374846630748,4.3173685,,,,,,,,,,,9777625.0,9642105.0,1.0769292E7,8662018.0,1.5840144E7,1.9440354E7,1.6649526E7,1.777067E7,1.702602E7,1.6010502E7,1.6212427E7,1.6930126E7,1.7351112E7,1.3684547E7,1.5302324E7,1.7350408E7,1.3471486E7,1.4813563E7,1.8733386E7,1.4069321E7,1.264759E7,1.5795679E7,1.664936E7,0,
920,882.4763327312822,4.319713,,,,,,,,,,,0,0,0,0,0,1.6609466E7,1.6263349E7,1.6675133E7,1.5883586E7,1.6668664E7,1.6808802E7,1.6736715E7,1.7128534E7,1.5774759E7,1.6679548E7,1.8154426E7,1.4575492E7,1.5839342E7,1.6152032E7,1.5282565E7,1.4387772E7,1.5760914E7,1.6298123E7,0,
921,215.13918438147545,4.3173013,,,,,,,,,,,7724659.0,8274085.0,4107600.0,7835139.5,3.810365E7,1330705.5,1554500.0,1524424.9,1580725.9,3381639.0,1414776.1,1597313.1,1420641.9,5250124.5,5046958.5,5812933.0,5153586.0,5059729.5,5023809.5,2046827.6,2152940.0,0,0,0,
922,390.18734390034837,4.339227,,,,,,,,,,,0,0,0,0,2.748892E7,3393569.8,2978513.5,3146801.5,1588925.4,0,0,0,1603074.4,1556094.2,1516782.1,1461438.8,0,2035853.4,1746287.8,4283874.0,3093656.8,3159746.8,3127567.2,0,
923,378.20260444813135,4.3434067,,,,,,,,,,,3506690.0,3419072.5,2597518.8,2991851.0,0,1.3215804E7,1.422665E7,1.1589263E7,1.6628698E7,1.142443E7,1.2722919E7,1.3143353E7,1.2436675E7,8848897.0,8575969.0,9678659.0,9210802.0,8891248.0,9998374.0,1.1665246E7,1.0739366E7,1.3461836E7,1.1882677E7,0,
924,769.4824238374457,4.340434,,,,,,,,,,,2.169057E7,2.1385264E7,1.883444E7,1.9482652E7,2.18156E7,2.7821938E7,3.2411196E7,3.3032398E7,2.7694054E7,2.5292306E7,2.7351764E7,2.554112E7,2.7179366E7,2.805225E7,3.0093076E7,2.751936E7,3.0207412E7,2.8274966E7,2.7281322E7,3.243357E7,2.9644794E7,3.3392896E7,3.7992732E7,0,
925,1001.5097483087084,4.343658,,,,,,,,,,,3.7713508E7,3.16386E7,2.0851298E7,2.687374E7,6234427.5,8202795.5,9812835.0,1.0397295E7,8715568.0,9970275.0,8941042.0,8731985.0,9901742.0,1.7495708E7,1.728855E7,1.7876874E7,1.7891182E7,1.5939885E7,1.6358477E7,1.1270738E7,1.0525666E7,9812014.0,1.0041084E7,0,
926,1126.6180426059113,4.350108,,,,,,,,,,,5195884.0,6640762.5,7700498.5,7076838.0,8068903.5,7827584.0,1.0476699E7,1.061827E7,8994577.0,1.0044763E7,9865583.0,8310605.0,8503984.0,1.3422181E7,1.0047316E7,1.099726E7,1.2141366E7,1.0281212E7,9807044.0,8708188.0,8870361.0,9674105.0,9181258.0,0,
927,698.4089591112304,4.3541627,,,,,,,,,,,1.75853E7,1.7330996E7,1.837419E7,1.9352102E7,2.313838E7,2.5404238E7,2.8790154E7,2.6744234E7,2.81054E7,2.5668424E7,2.605565E7,2.7764596E7,2.7626532E7,2.5943116E7,2.7472832E7,2.9981568E7,2.6402188E7,2.6196406E7,2.6170106E7,2.4747038E7,2.6901188E7,2.700784E7,2.8328094E7,0,
928,356.14538660714373,4.357977,,,,,,,,,,,9262679.0,1.0100073E7,1.0432701E7,1.0212989E7,0,6129288.5,7249198.5,6614277.5,7512591.5,6559431.0,6817449.5,8151190.0,6329053.5,6088714.0,6433792.5,6622253.0,7165267.5,6548776.0,7294026.5,6336446.0,7229758.5,6885676.5,7219515.0,0,
929,513.3043389607418,4.3631654,,,,,,,,,,,1.2142366E7,1.2707967E7,1.2026499E7,1.3405809E7,1.2758124E7,1.56919E7,1.9070464E7,1.7506224E7,1.6204821E7,1.4362832E7,1.5380167E7,1.5907332E7,1.6328137E7,1.4719744E7,1.3234752E7,1.4919768E7,1.6601601E7,1.5838751E7,1.747947E7,1.7037588E7,1.6820608E7,1.7514018E7,1.7183818E7,0,
930,259.09251115715443,4.365061,,,,,,,,,,,0,0,0,0,2.8399286E7,3261487.5,3945671.5,4114285.5,1763943.0,0,0,0,1679634.1,2277851.2,2462452.2,2517397.5,2872162.0,2980272.8,3684627.8,4303769.5,3868662.2,3323072.0,3073133.0,0,
931,689.4351478962889,4.3658967,,,,,,,,,,,3.019421E7,2.884889E7,3.426144E7,3.3231124E7,4.845065E7,4.284996E7,4.8609416E7,4.4538944E7,4.7315644E7,4.0480668E7,4.260923E7,4.6936332E7,4.4528308E7,4.3557932E7,4.0809052E7,4.3571228E7,4.5476572E7,4.288531E7,4.760409E7,3.956849E7,4.6021828E7,4.417672E7,4.697533E7,0,
932,727.3994254600718,4.3696284,,,,,,,,,,,5.326555E7,5.359755E7,5.4176132E7,5.796174E7,5.450548E7,5.589192E7,6.5436464E7,5.9825692E7,5.78284E7,5.1401252E7,5.4274196E7,5.766018E7,6.1866536E7,5.75344E7,4.927694E7,5.688533E7,6.403508E7,5.945573E7,6.368483E7,5.5892116E7,6.133577E7,5.754915E7,6.1480504E7,0,
933,1303.7998103536902,4.375701,,,,,,,,,,,1.2510621E7,1.2009132E7,1.4062655E7,1.364701E7,2.6773804E7,1.9523132E7,1.769807E7,1.7444726E7,1.765638E7,1.8229644E7,1.7033664E7,1.6948456E7,2.1042528E7,1.964387E7,1.7580968E7,1.7156174E7,1.5721236E7,1.999981E7,1.649028E7,1.3590512E7,2.0076912E7,1.7777294E7,1.9188202E7,0,
934,674.3852461923849,4.3777056,,,,,,,,,,,1.2780442E7,1.2552486E7,1.2137396E7,1.205525E7,1.4407172E7,1.87942E7,1.8581114E7,1.6680903E7,1.997128E7,1.6585411E7,1.8691654E7,1.8547936E7,1.898775E7,1.5886198E7,1.315416E7,1.6762234E7,1.5512233E7,1.6251767E7,1.5042743E7,1.4653107E7,1.8487124E7,1.6771934E7,1.858864E7,0,
935,653.4061910569046,4.3848343,,,,,,,,,,,2.703043E8,3.0343466E8,0,2.5319437E8,4.0817264E8,3.3773805E8,3.2956963E8,2.9734458E8,3.792252E8,2.755433E8,2.9072944E8,3.633321E8,3.3613917E8,3.5086115E8,2.9400982E8,3.65984E8,3.3576362E8,3.1870192E8,3.0398928E8,2.7741725E8,3.4367203E8,3.1532067E8,3.299443E8,0,
936,652.4040375003094,4.3841453,,,,,,,,,,,7.072249E8,6.660738E8,6.6558125E8,6.2512237E8,1.0761527E9,9.168295E8,8.936231E8,8.1345094E8,1.0310594E9,7.535288E8,7.9181606E8,9.9315066E8,9.216099E8,9.666736E8,8.0856205E8,9.985004E8,9.147126E8,8.7503616E8,8.332052E8,7.6489395E8,9.362048E8,8.5925306E8,9.0052544E8,0,
937,326.7052480657765,4.396549,,,,,,,,,,,9.162137E7,9.1068664E7,1.0685776E8,9.4378344E7,9.1973736E7,1.2190624E8,1.0663125E8,1.1545092E8,1.215995E8,1.019171E8,1.0944229E8,1.1954092E8,1.0413516E8,1.14608904E8,1.0703104E8,1.1035752E8,1.01131784E8,1.10745976E8,1.29799016E8,1.0519944E8,1.1698429E8,1.0593529E8,1.07854344E8,0,
938,805.3920514344006,4.4463344,,,,,,,,,,,1.0848168E7,1.1613047E7,1.4618304E7,1.0159897E7,0,1.6848588E7,0,1.6963908E7,0,1.7860892E7,1.6576696E7,1.8411766E7,1.5042337E7,1.5176518E7,2.104286E7,1.731214E7,0,1.7209914E7,0,1.8722192E7,1.6237969E7,1.618576E7,2.0158642E7,0,
939,1025.5676831954345,4.439926,,,,,,,,,,,8.996579E7,1.0426095E8,0,8.911896E7,1.3610082E8,1.7735602E7,1.8572246E7,2.927563E7,8770342.0,2.6826702E7,2.458018E7,2.0728462E7,1.8353076E7,4.077458E7,5.605736E7,4.9017132E7,0,4.5146956E7,0,3.289253E7,2.8922988E7,1.91172E7,0,0,
940,546.29302518284,4.402186,,,,,,,,,,,1.119737E7,1.3919287E7,1.3894475E7,1.2747367E7,2.0080438E7,5.8704228E7,4.950979E7,4.751025E7,6.4453108E7,4.3965756E7,5.023645E7,5.9395664E7,5.6287188E7,5.023526E7,4.5539308E7,5.3681704E7,4.5198772E7,4.797323E7,4.5818788E7,4.6559092E7,5.5232428E7,4.679599E7,4.5817268E7,0,
941,146.09253304725408,4.402973,,,,,,,,,,,3413104.2,4417387.5,3770448.8,4804161.5,1.9802586E7,5874665.0,4665277.5,4512525.5,6914986.5,5671941.0,6281087.5,6257679.5,7112585.5,7269049.0,8097701.5,7257146.0,7522641.5,8205393.5,8347727.0,4946044.0,5291140.5,5008310.0,5516333.0,0,
942,440.2507780480866,4.4073853,,,,,,,,,,,1.3834264E7,1.3486366E7,1.4938583E7,1.387334E7,1.5290332E7,1.811623E7,1.5566358E7,1.5569746E7,1.7704872E7,1.5773242E7,1.7044498E7,1.867383E7,1.63869E7,1.6867054E7,1.6514559E7,1.7131938E7,1.5366347E7,1.6908728E7,1.7960252E7,1.5986488E7,1.8241574E7,1.5857472E7,1.6016564E7,0,
943,371.2404359540205,4.419747,,,,,,,,,,,8.894352E7,8.177669E7,7.826467E7,7.460993E7,3.507005E7,9.821602E7,1.0321113E8,1.0401993E8,9.514908E7,8.8643384E7,9.316373E7,1.0162106E8,1.103116E8,7.9282776E7,9.636655E7,8.3386904E7,9.0663096E7,9.25724E7,7.7814264E7,1.1934887E8,9.619639E7,1.1548677E8,1.0639949E8,0,
944,905.557776673922,4.420593,,,,,,,,,,,5.8658076E7,6.3857096E7,7.483038E7,5.754808E7,8.969979E7,9.541508E7,7.5663256E7,7.531248E7,8.397271E7,8.1799E7,9.168966E7,8.8525224E7,8.802177E7,6.5989108E7,9.466276E7,7.880018E7,8.336728E7,7.43616E7,7.529689E7,8.3637896E7,7.121203E7,8.476562E7,8.928821E7,0,
945,195.11301587468185,4.4253807,,,,,,,,,,,1.7685178E7,1.6342971E7,2.0736122E7,1.7982494E7,1.6506335E7,1.712738E7,1.8682286E7,2.083661E7,2.1053872E7,1.9454398E7,2.1457644E7,2.293226E7,2.086076E7,1.6380532E7,2.0636222E7,1.9026194E7,2.0007458E7,1.9165966E7,1.7222202E7,2.0084798E7,1.82834E7,2.2155576E7,2.2893052E7,0,
946,254.161324374098,4.4261355,,,,,,,,,,,1.0697104E9,1.02113965E9,1.1746285E9,1.0523113E9,1.0142786E9,9.6097965E8,1.04815936E9,1.126049E9,1.1120776E9,1.0399276E9,1.1273622E9,1.1845801E9,1.1334793E9,9.729758E8,1.133166E9,1.02846976E9,1.1177572E9,1.0418076E9,1.0157616E9,1.1177604E9,9.9849536E8,1.1765975E9,1.1386001E9,0,
947,243.10903497193974,4.427823,,,,,,,,,,,9821578.0,1.0133575E7,1.0548502E7,1.0602009E7,1.0491353E7,9105832.0,1.1166521E7,1.0573133E7,1.1523537E7,1.0189271E7,1.1648623E7,1.1450891E7,9430548.0,1.0253802E7,1.1170122E7,1.0080805E7,1.100438E7,8943015.0,9523935.0,1.0851778E7,9393941.0,1.105831E7,9192555.0,0,
948,391.20918015791483,4.435565,,,,,,,,,,,1.4767979E7,1.2924316E7,1.3512661E7,1.5441398E7,1.3969385E7,1.3277717E7,1.5130631E7,1.8181392E7,1.6666097E7,1.3951168E7,1.7226508E7,1.7546042E7,1.3785237E7,1.8357054E7,1.8252126E7,1.9670736E7,1.9535868E7,1.8655438E7,2.0929756E7,1.5512036E7,1.5488691E7,1.8168454E7,1.4627516E7,0,
949,491.2506466450159,4.44184,,,,,,,,,,,2.229401E7,2.0273286E7,3.0169498E7,2.7452718E7,3.4190932E7,3.3314406E7,3.712436E7,4.2125756E7,4.640003E7,3.45241E7,4.132309E7,4.4280844E7,3.7238496E7,3.9352316E7,3.4388556E7,3.6561256E7,3.9068124E7,3.776302E7,4.148431E7,4.3006E7,4.066143E7,4.4251204E7,3.855915E7,0,
950,525.2312600774752,4.447471,,,,,,,,,,,1.1657627E7,1.1677594E7,1.2656074E7,1.4546929E7,1.3814636E7,1.0044613E7,1.1936812E7,1.3471337E7,1.5311673E7,1.168463E7,1.3513443E7,1.3401362E7,1.1914207E7,1.3584818E7,1.186687E7,1.2776837E7,1.3013655E7,1.4094465E7,1.3597221E7,1.4806065E7,1.317648E7,1.3948989E7,1.3238852E7,0,
951,233.14974637675965,4.457006,,,,,,,,,,,0,0,0,0,5.7116484E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
952,237.12352357975436,4.457006,,,,,,,,,,,0,0,0,0,2.115259E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
953,513.2873118303893,4.4570456,,,,,,,,,,,3.3169442E7,3.6413612E7,3.8461E7,3.8608184E7,3.976736E7,5005117.5,6091582.5,8872098.0,2830536.0,9208967.0,8351274.0,6747113.5,7008991.5,1.5471727E7,1.5456089E7,1.4854608E7,1.421661E7,1.7583886E7,1.5106209E7,9310796.0,1.0377535E7,7693923.0,1.0656268E7,0,
954,1025.5675914469903,4.457476,,,,,,,,,,,8.5572376E7,9.268764E7,9.007541E7,8.2746024E7,1.2970425E8,1.5483943E7,1.7402142E7,2.430033E7,8099514.0,2.2249594E7,2.2937732E7,1.864073E7,1.7319318E7,4.8629932E7,4.4456124E7,4.4465028E7,4.1790452E7,4.5299104E7,3.938109E7,3.0039006E7,2.7128008E7,2.0836738E7,2.8955106E7,0,
955,138.05504433361898,4.4586635,,,,,,,,,,,1.1857773E7,1.1379751E7,1.2282097E7,1.2777775E7,9566078.0,1.2138886E7,1.2048897E7,1.2691823E7,1.346112E7,1.1660385E7,1.1908235E7,1.3443335E7,1.2152619E7,1.3416937E7,1.3823201E7,1.4089262E7,1.4208307E7,1.5177591E7,1.4905471E7,1.2860385E7,1.1793974E7,1.2263903E7,1.2480783E7,0,
956,674.385270510444,4.4117737,,,,,,,,,,,1.340663E7,1.5257132E7,1.5512862E7,1.3398915E7,1.5054232E7,0,1.8202022E7,1.7433572E7,2.0099926E7,1.6708687E7,1.6163558E7,1.927768E7,2.0395772E7,1.31795E7,1.556559E7,1.8559564E7,1.5555132E7,1.5367725E7,0,1.5242682E7,1.9661278E7,1.413508E7,0,0,
957,983.557295317204,4.472338,,,,,,,,,,,0,0,0,0,0,1.9142856E7,1.8413144E7,1.8620496E7,2.0143356E7,1.6865506E7,1.9394362E7,2.0506494E7,1.6583417E7,2.2484728E7,2.1076922E7,2.011804E7,1.923445E7,2.1361786E7,1.8016522E7,2.18651E7,1.806186E7,1.9699898E7,1.9683712E7,0,
958,689.4352537228826,4.408812,,,,,,,,,,,2.6459372E7,3.540975E7,0,2.7433792E7,5.066481E7,0,4.4866172E7,3.8269644E7,0,2.9764316E7,0,3.625944E7,4.0053676E7,3.10101E7,3.9256164E7,4.8626304E7,0,4.132475E7,0,3.6452084E7,4.378785E7,3.1721032E7,0,0,
959,838.4462994428396,4.414976,,,,,,,,,,,2.4707594E7,2.7066466E7,0,2.423714E7,1.664158E7,3.7188988E7,2.5695276E7,2.311694E7,0,1.3210066E7,2.0409656E7,0,1.1718859E7,1.5945182E7,2.7687808E7,3.592421E7,3.0890406E7,2.1409762E7,3.5025664E7,2.3789466E7,1.3062864E7,1.4145316E7,0,0,
960,776.3474555772697,4.4738646,,,,,,,,,,,5.1327388E7,5.0435536E7,4.650136E7,4.8113064E7,3.9977496E7,3235121.5,3718891.8,5391853.5,1585914.2,5706177.5,5093951.0,3500710.2,3578045.5,1.1468409E7,1.2389973E7,1.0810333E7,1.0958003E7,1.2508526E7,9609527.0,7169208.5,6751600.0,4501072.0,7577400.0,0,
961,259.0922551147036,4.404207,,,,,,,,,,,0,0,0,0,1.7323336E7,0,2600993.8,0,0,0,0,0,0,2511296.8,2660769.5,2693922.2,1761377.1,2386884.0,3167813.2,2528326.8,2410339.8,2285066.2,0,0,
962,805.3918919982947,4.4758534,,,,,,,,,,,1.070875E7,1.0313121E7,1.3260466E7,1.0067773E7,1.6370905E7,1.599564E7,1.6950934E7,1.5852803E7,1.6373823E7,1.4962864E7,1.6554407E7,1.7983622E7,1.4738719E7,1.7530056E7,1.71377E7,1.5258416E7,1.682434E7,1.761511E7,1.5631794E7,1.6471687E7,1.5821459E7,1.6669983E7,1.8531318E7,0,
963,1001.5098469560344,4.4810805,,,,,,,,,,,2.7992956E7,2.3574208E7,1.5793015E7,1.796834E7,5147769.5,0,7299990.5,8125211.5,6401974.0,8023242.5,0,6925916.0,6432626.0,1.3154651E7,1.614497E7,0,1.3988057E7,1.278398E7,1.1811574E7,1.0409614E7,8154760.0,7745908.5,6716829.5,0,
964,877.5514567909848,4.510754,,,,,,,,,,,1.1466797E7,8524996.0,1.378752E7,1.0667055E7,1.5324002E7,1.3921377E7,1.6814138E7,1.4683403E7,1.3924084E7,1.2471883E7,1.4612104E7,1.6449161E7,1.366703E7,1.4773802E7,1.6010338E7,1.3216349E7,1.5616551E7,1.4011145E7,1.2698082E7,1.5623471E7,1.3655351E7,1.7110272E7,1.2975868E7,0,
965,276.17076797533645,4.5132384,,,,,,,,,,,1.6094191E7,1.5207676E7,1.6677406E7,1.5911868E7,1.855291E7,1.6367278E7,1.8299944E7,1.8653718E7,1.7699132E7,1.5435325E7,1.811317E7,1.9139592E7,1.6784542E7,1.8004432E7,1.86046E7,1.4949225E7,1.784849E7,1.810779E7,1.6291753E7,1.790629E7,1.7229502E7,1.8201574E7,1.6196183E7,0,
966,226.15510242508026,4.5211687,,,,,,,,,,,3.3611402E8,3.2780138E8,2.9782314E8,3.0519446E8,3.038345E8,3.306995E8,3.4876726E8,3.703506E8,3.5758387E8,3.291645E8,3.4759194E8,3.683347E8,3.2467347E8,3.4845187E8,3.0992957E8,3.32293E8,3.3752058E8,3.7315645E8,3.6094176E8,3.8463E8,3.064424E8,3.7133568E8,3.5129475E8,0,
967,209.1285656270619,4.521227,,,,,,,,,,,2.9795158E7,2.518815E7,2.5930496E7,2.5684486E7,2.5139102E7,2.6241768E7,3.071519E7,3.1670674E7,3.0314944E7,2.902053E7,2.9338724E7,3.19422E7,2.9489796E7,2.8969928E7,2.5644652E7,2.9844156E7,3.0089324E7,3.1466856E7,2.8275348E7,3.2244734E7,2.4560458E7,3.187763E7,3.1043076E7,0,
968,627.37195208583,4.5816693,,,,,,,,,,,1.0902651E7,0,6345961.0,8670904.0,1875041.1,7348381.0,0,8544596.0,9893528.0,9029336.0,9163587.0,7775369.5,9724609.0,9741149.0,1.0659996E7,9843891.0,1.0195754E7,0,8946450.0,8857575.0,9747588.0,8893488.0,8120397.0,0,
969,674.3515043689971,4.5415587,,,,,,,,,,,1.4879303E7,1.3920662E7,1.5323189E7,1.3819888E7,1.1160156E7,2.0304798E7,2.1065386E7,2.0972668E7,2.0430734E7,1.9627562E7,2.166882E7,2.173545E7,2.1618906E7,2.3247478E7,2.2148342E7,2.3382622E7,2.1930798E7,2.2678218E7,2.2951946E7,2.159732E7,2.0910664E7,2.1712728E7,2.4182216E7,0,
970,376.1882118667208,4.5740113,,,,,,,,,,,5.1546424E7,4.4606856E7,3.431458E7,3.9797644E7,1.7733502E7,2.2606508E7,2.5929486E7,2.6834472E7,2.6103898E7,2.630807E7,2.6934764E7,2.7246634E7,2.7969378E7,3.3006918E7,3.3672436E7,3.401695E7,3.205936E7,3.0264442E7,3.0628254E7,2.982376E7,2.8068002E7,2.728862E7,2.7354722E7,0,
971,244.09279955577114,4.551021,,,,,,,,,,,0,0,0,0,2.0925528E7,0,0,0,1052783.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
972,487.1786483512489,4.5683093,,,,,,,,,,,0,0,0,0,1.6746096E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
973,415.2552981134055,4.5814776,,,,,,,,,,,8061405.0,7962822.0,8828382.0,7702992.0,9850296.0,1.1016503E7,1.0211689E7,1.109137E7,1.065141E7,9938149.0,1.0528882E7,1.0760639E7,1.1207437E7,1.1186456E7,1.1527507E7,1.1466225E7,1.0765517E7,1.1013569E7,1.0235824E7,1.0577084E7,1.0321902E7,1.0492055E7,1.0453096E7,0,
974,546.2599233573858,4.578199,,,,,,,,,,,9365930.0,9540221.0,1.2889787E7,8348532.5,7561106.5,1.0921728E7,1.1351916E7,1.2020205E7,1.321527E7,1.1274386E7,1.2374053E7,1.2369874E7,1.4834692E7,1.016828E7,1.3283505E7,1.3189986E7,1.2614994E7,1.1589568E7,1.0907529E7,1.1540093E7,1.3086431E7,1.2439832E7,1.1814275E7,0,
975,427.2553446853259,4.581746,,,,,,,,,,,4627833.5,4161491.2,4843565.5,4225108.0,3629612.8,8639456.0,9139720.0,1.0117474E7,1.0545337E7,8377892.5,9886577.0,9678023.0,1.0505461E7,8443698.0,9190945.0,8620598.0,8708482.0,7585174.0,7794791.0,8833704.0,8888994.0,8905513.0,9079231.0,0,
976,470.29777709646567,4.5870132,,,,,,,,,,,9550600.0,8977003.0,1.0304556E7,8922399.0,1.0031145E7,9894934.0,1.0791599E7,1.1718275E7,1.0320178E7,9724973.0,1.0509754E7,1.0095971E7,1.1516137E7,1.099906E7,1.1532717E7,1.0771554E7,1.1330641E7,9226529.0,9873013.0,1.069101E7,1.08686E7,1.0422742E7,9983540.0,0,
977,316.1640965538149,4.5893335,,,,,,,,,,,6149494.5,5330812.0,7042623.0,5667371.5,0,2773993.8,2776720.5,5249062.0,2149777.0,3018025.8,3974619.8,2953948.0,2187592.2,3756578.5,4715214.0,4074201.8,4031144.2,3415575.0,3454932.8,4631399.0,5248837.5,4668164.0,2509005.5,0,
