row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_02_1F12_1.mzML Peak area,20260428_CVOL_Group_02_1F12_2.mzML Peak area,20260428_CVOL_Group_02_1F12_3.mzML Peak area,20260428_CVOL_Group_02_1F12_4.mzML Peak area,20260428_CVOL_Group_02_Control_LB.mzML Peak area,20260428_CVOL_Group_02_Delta_phzC_1.mzML Peak area,20260428_CVOL_Group_02_Delta_phzC_2.mzML Peak area,20260428_CVOL_Group_02_Delta_phzC_3.mzML Peak area,20260428_CVOL_Group_02_Delta_phzC_4.mzML Peak area,20260428_CVOL_Group_02_Delta_pvdE_1.mzML Peak area,20260428_CVOL_Group_02_Delta_pvdE_2.mzML Peak area,20260428_CVOL_Group_02_Delta_pvdE_3.mzML Peak area,20260428_CVOL_Group_02_Delta_pvdE_4.mzML Peak area,20260428_CVOL_Group_02_QC_01.mzML Peak area,20260428_CVOL_Group_02_QC_02.mzML Peak area,20260428_CVOL_Group_02_QC_03.mzML Peak area,20260428_CVOL_Group_02_QC_04.mzML Peak area,20260428_CVOL_Group_02_QC_05.mzML Peak area,20260428_CVOL_Group_02_QC_06.mzML Peak area,20260428_CVOL_Group_02_R47_1.mzML Peak area,20260428_CVOL_Group_02_R47_2.mzML Peak area,20260428_CVOL_Group_02_R47_3.mzML Peak area,20260428_CVOL_Group_02_R47_4.mzML Peak area,20260428_CVOL_bk_mapp_pre_01.mzML Peak area,Unnamed: 37
1259,625.2962008185806,5.6713805,height,,,,,,,,,,,14349245.0,9153012.0,5338034.0,7463333.5,0.0,0.0,2403927.0,2812363.2,2592110.2,2766853.0,2450422.2,3329769.8,0.0,3728871.8,5488434.5,4054119.5,3413487.5,4011336.8,3656506.2,3394643.0,2965242.0,3135201.0,3281014.5,0.0,
1260,320.18154208508133,5.6830206,height,,,,,,,,,,,16948190.0,15242556.0,19861800.0,15434333.0,24591664.0,21116136.0,18283414.0,19003066.0,22232792.0,21281114.0,23449370.0,22558724.0,23884426.0,17767672.0,21471670.0,21411340.0,18650586.0,19538684.0,20552552.0,21146064.0,19259752.0,16439499.0,21831042.0,0.0,
1261,329.1819510943322,5.682582,height,,,,,,,,,,,12366505.0,11110856.0,7668674.5,8727139.0,4840322.5,5285500.0,4629287.5,5457978.0,5307561.0,6333341.0,5802485.0,5827551.5,6027264.0,5855674.0,7321465.0,8150304.5,6036496.5,6296971.5,6732064.0,6904700.5,6004208.0,5244942.0,5929907.5,0.0,
1262,362.1921208492873,5.6871834,height,,,,,,,,,,,4756307.0,5347762.5,5182145.0,4105778.0,4720271.5,6708963.5,5542577.5,6344311.0,7159450.5,6389010.0,6749498.5,7508191.5,7293430.5,4549892.5,6624190.5,6377153.0,5056300.0,5730238.5,5790689.5,6653529.0,6067871.0,5567945.0,6620429.0,0.0,
1263,294.1448051923971,5.688112,height,,,,,,,,,,,0.0,0.0,0.0,0.0,25253322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1264,755.3937905957553,5.690496,height,,,,,,,,,,,116542120.0,111272740.0,83555000.0,87246190.0,87455060.0,137693120.0,115534120.0,121260584.0,132308330.0,122155464.0,132974630.0,138818480.0,136703470.0,97600424.0,164535570.0,139044030.0,100557690.0,127690030.0,123765590.0,138750690.0,125557140.0,108862750.0,138663330.0,0.0,
1265,504.2457294660823,5.691239,height,,,,,,,,,,,21027556.0,16142430.0,11502001.0,13957265.0,10761985.0,10352571.0,9734584.0,10355389.0,11692702.0,10441464.0,10427454.0,11467403.0,10810574.0,9627587.0,13107763.0,11875580.0,8947615.0,11489502.0,9943846.0,11742887.0,10907373.0,9175660.0,11759618.0,0.0,
1266,571.3093912612555,5.6912794,height,,,,,,,,,,,103164120.0,94001256.0,61945844.0,69573304.0,47945708.0,118473240.0,94898480.0,102356550.0,119515816.0,105458904.0,113570080.0,124523050.0,113649416.0,82283420.0,128873304.0,111672970.0,84552070.0,98719336.0,100521070.0,112646216.0,108648940.0,92455290.0,111322890.0,0.0,
1267,318.1659859113991,5.6921067,height,,,,,,,,,,,23657206.0,24918382.0,20499330.0,21112548.0,25714428.0,20655702.0,18647320.0,20942648.0,20036874.0,19669328.0,20135898.0,21958384.0,21375096.0,16875874.0,24457038.0,22042008.0,16615379.0,20043250.0,17842594.0,20390392.0,21770716.0,17322372.0,21538694.0,0.0,
1268,746.3550884078071,5.6921263,height,,,,,,,,,,,113015230.0,104271100.0,78990900.0,76394110.0,93398400.0,86550050.0,69894530.0,76488030.0,79372024.0,75390760.0,81214800.0,88640120.0,85446880.0,66512092.0,109659480.0,94270840.0,66344644.0,81052450.0,77630260.0,89262020.0,81844270.0,66843270.0,90065250.0,0.0,
1269,575.2828086817364,5.6590867,height,,,,,,,,,,,48739100.0,47199670.0,42935620.0,48543416.0,33772316.0,72117304.0,64410290.0,0.0,0.0,0.0,66414604.0,0.0,71760810.0,71641280.0,67021132.0,0.0,0.0,64323884.0,61653930.0,68449400.0,73185910.0,70884904.0,64022320.0,0.0,
1270,501.2668254385784,5.695393,height,,,,,,,,,,,4132408.5,2990425.2,2419731.8,2964469.2,1641254.9,8464446.0,7512618.5,7832938.5,9510643.0,8083709.0,7635443.5,0.0,9034240.0,6566373.0,9635471.0,8858703.0,6623611.5,8333654.5,7134835.0,8530765.0,8659121.0,8904063.0,9069053.0,0.0,
1271,593.2910042573261,5.6953545,height,,,,,,,,,,,31418110.0,27928952.0,17766768.0,22014098.0,13505293.0,29657400.0,24407242.0,25317910.0,30105880.0,25746602.0,27098666.0,31947696.0,28784366.0,20059526.0,32873732.0,27746814.0,20412822.0,26132428.0,23927096.0,29117752.0,27045238.0,24998000.0,29999372.0,0.0,
1272,635.2857460639486,5.697437,height,,,,,,,,,,,10719847.0,9048406.0,6395091.5,7944478.0,6047489.0,8216700.0,6845569.0,7680002.0,9248052.0,8025023.0,6877575.5,11141589.0,9111987.0,7533850.5,9505211.0,8705171.0,6012354.5,8187510.5,7267595.0,8354955.5,7767422.0,8486727.0,9556885.0,0.0,
1273,183.11285749615675,5.697347,height,,,,,,,,,,,0.0,0.0,0.0,0.0,7603051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1274,247.128865954174,5.674357,height,,,,,,,,,,,6598129.5,3703086.2,2670373.5,2665236.0,50384056.0,1820220.5,1435250.0,2041298.1,1383788.2,3365093.0,3924963.2,0.0,0.0,5613938.0,6647809.5,6833294.5,10749499.0,5880733.5,5362215.5,6000469.5,2210832.8,7963363.0,1676307.9,0.0,
1275,778.3784048826335,5.699853,height,,,,,,,,,,,10677032.0,8841063.0,7164424.0,8218535.5,7200946.5,13484045.0,8430495.0,9783201.0,10400235.0,8770019.0,9297993.0,12389606.0,12761508.0,9118592.0,15425664.0,12483549.0,8689444.0,11471817.0,8825584.0,10306311.0,9666383.0,10620085.0,13714242.0,0.0,
1276,229.11831558318988,5.658163,height,,,,,,,,,,,9053339.0,4197308.5,3150573.0,4822246.0,62634700.0,4692019.5,5461314.5,4166628.8,1659841.9,4153000.8,5038927.0,0.0,3640076.0,6543324.0,8742040.0,7922296.0,4819880.5,6996606.5,7380574.5,5197988.0,2087185.2,5395038.5,3004794.5,0.0,
1277,777.3755386174802,5.699039,height,,,,,,,,,,,27497056.0,23086924.0,17919806.0,20206050.0,17208274.0,30018994.0,21373044.0,22639416.0,24642340.0,22986162.0,22987094.0,26874934.0,26384704.0,20852440.0,34630468.0,27141644.0,21260222.0,26297644.0,22261916.0,25830340.0,23717262.0,25501030.0,30767190.0,0.0,
1278,491.2173349137845,5.7065244,height,,,,,,,,,,,7383584.5,4943117.0,5065665.5,4873220.5,3964363.5,5521095.5,4334404.0,5355392.5,7780415.5,4440123.0,3604677.0,6577882.5,7014015.5,3263742.0,5160982.0,3632608.2,3381215.0,5968938.0,5719055.0,3850589.5,5524846.0,3892507.5,8459810.0,0.0,
1279,597.2648844839579,5.701465,height,,,,,,,,,,,6750448.5,5244757.5,4393329.5,5101024.5,3625283.8,8490414.0,5856892.5,6676149.0,6674789.0,6357069.0,6104729.0,7272272.0,6919496.0,5229292.5,8625192.0,6376110.5,5090966.5,7258790.5,5487174.5,6446195.0,7007260.5,6765016.0,8837760.0,0.0,
1280,340.14792852515774,5.7069416,height,,,,,,,,,,,4304983.5,4154382.0,4546093.0,4777718.0,5309661.5,0.0,2930358.8,3610120.8,2658303.8,2737008.2,2968917.8,3131099.5,3104861.2,4655285.0,5965229.0,3209119.5,3348021.2,3852586.0,2947937.2,3483310.0,3620245.5,4189090.2,6043286.0,0.0,
1281,486.2559857618709,5.704593,height,,,,,,,,,,,3020916.8,1827766.0,1273742.8,0.0,0.0,6465656.0,6533936.5,5316418.0,8408210.0,5080338.0,4328725.5,6903794.0,9032144.0,2852786.5,4522956.0,3777434.8,2725890.2,5040857.5,4623293.0,4870814.5,6149718.0,4705716.5,7087800.0,0.0,
1282,260.1605351422975,5.70652,height,,,,,,,,,,,0.0,0.0,0.0,0.0,7547076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1283,269.1108429789786,5.712489,height,,,,,,,,,,,2142726.5,0.0,0.0,0.0,21935400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3283136.8,2330094.0,0.0,0.0,2568214.2,0.0,0.0,0.0,0.0,0.0,
1284,768.3360105209383,5.7096033,height,,,,,,,,,,,5429416.5,4064423.2,4336795.5,5320643.5,4671687.0,5326298.5,3565752.5,3285869.0,3261428.8,3851049.8,4001193.5,3971026.5,3197097.0,3988571.8,5658763.0,4223272.0,3752908.8,5002708.0,3891935.2,3220717.5,6555728.0,4280649.5,5514016.0,0.0,
1285,804.8453202721229,5.7519975,height,,,,,,,,,,,13596364.0,11736544.0,14623618.0,13506592.0,12309924.0,13682053.0,15190977.0,13345737.0,15430856.0,13324797.0,12551230.0,13098446.0,14363988.0,11826529.0,13545754.0,13425791.0,13390777.0,13571575.0,11777117.0,13215740.0,12197248.0,13593263.0,13665371.0,0.0,
1286,1008.8075718352516,5.7501884,height,,,,,,,,,,,9247390.0,8587046.0,10364193.0,9679516.0,8560696.0,9269251.0,10303109.0,8872599.0,10706263.0,8858490.0,8787611.0,9336827.0,8338411.0,9014410.0,9909766.0,8693974.0,9484658.0,9327077.0,8924051.0,9475549.0,8471590.0,9987712.0,9693821.0,0.0,
1287,872.8327988803052,5.753693,height,,,,,,,,,,,12987074.0,12214916.0,14937831.0,12313828.0,11916117.0,12744570.0,14359971.0,12959730.0,13726227.0,13100810.0,12239672.0,12818165.0,11762556.0,11835199.0,13438138.0,13090349.0,12659419.0,13149152.0,12137857.0,13374550.0,11453843.0,13017091.0,13266501.0,0.0,
1288,940.8201211916014,5.7532554,height,,,,,,,,,,,11071215.0,9755323.0,12314807.0,11286575.0,10591931.0,10695570.0,12442692.0,11157629.0,11933833.0,10628551.0,10524932.0,10613121.0,11087184.0,10217323.0,11184817.0,10627337.0,10947848.0,11392910.0,10309801.0,11726631.0,9626286.0,11453887.0,11921093.0,0.0,
1289,1382.7390134702298,5.7532835,height,,,,,,,,,,,7794891.5,7382948.0,8167211.5,7606642.0,8348308.0,7614546.0,8893944.0,7913525.0,8933602.0,7966682.0,7785001.5,7496307.0,7939252.0,7349289.5,7903700.5,7696111.0,8434215.0,8208838.0,7060728.0,9181882.0,6710338.0,9200339.0,8787763.0,0.0,
1290,1076.795023803217,5.7523274,height,,,,,,,,,,,7720551.5,6567581.5,8560454.0,8360214.0,7532510.5,7336293.0,8507342.0,7754590.0,8789263.0,7215210.0,7431192.5,7733950.0,7149064.5,7283128.0,7871519.0,7632510.0,7615494.5,7497096.0,6333463.5,7560593.0,6731949.0,7935266.5,8485313.0,0.0,
1291,1178.7762593958737,5.7545624,height,,,,,,,,,,,18501534.0,16319812.0,20043304.0,17764862.0,18404660.0,18008374.0,21187336.0,18012006.0,20992314.0,17665760.0,17923714.0,17841916.0,19368020.0,17408784.0,18593814.0,18585300.0,20086200.0,18510192.0,17024702.0,20843968.0,17707322.0,19643740.0,18659910.0,0.0,
1292,1314.751414100725,5.752809,height,,,,,,,,,,,10506342.0,9679408.0,12038063.0,9538807.0,10821620.0,10677104.0,11779746.0,10472971.0,11746415.0,10116349.0,9690610.0,9986812.0,9081027.0,9760776.0,10286874.0,10254156.0,11196438.0,10401201.0,9570085.0,11602671.0,9450350.0,11371420.0,11505679.0,0.0,
1293,634.8766372803109,5.752931,height,,,,,,,,,,,83829570.0,77630730.0,94232590.0,83298696.0,80227850.0,87363190.0,95166480.0,83870160.0,89709230.0,83891480.0,77940350.0,86438480.0,77846840.0,75781944.0,84379460.0,86015110.0,85166530.0,89230580.0,76378536.0,87589650.0,79712344.0,86251690.0,87493790.0,0.0,
1294,736.8579007252666,5.755527,height,,,,,,,,,,,11009100.0,9866648.0,11401376.0,10574211.0,9807144.0,10883362.0,12967883.0,10502380.0,11857175.0,10595892.0,11070561.0,10752345.0,10729389.0,10678124.0,10484444.0,11384312.0,10292271.0,11992901.0,9796979.0,11340003.0,10165136.0,10252353.0,10748379.0,0.0,
1295,974.8138291641566,5.7534385,height,,,,,,,,,,,37247304.0,33443450.0,41027664.0,35261908.0,37095420.0,35643340.0,42290430.0,37250184.0,39534640.0,36707788.0,35446000.0,36868204.0,32608210.0,38222868.0,36417972.0,38276196.0,38598080.0,37629844.0,31252468.0,40371704.0,34055230.0,38622628.0,37813264.0,0.0,
1296,770.8516162921535,5.7542186,height,,,,,,,,,,,64013630.0,60046284.0,72742330.0,63375456.0,63899508.0,67092150.0,74645096.0,63512440.0,70968120.0,65674824.0,62272132.0,66447604.0,59975828.0,58876780.0,66566970.0,67941200.0,67506630.0,69056584.0,58417824.0,67759380.0,60675316.0,67968060.0,68991110.0,0.0,
1297,702.8641574682059,5.7542906,height,,,,,,,,,,,73002456.0,70268300.0,82347780.0,73072570.0,72240000.0,74689704.0,83131330.0,74346480.0,81275384.0,74435496.0,70495620.0,76909784.0,68256370.0,66994980.0,73957540.0,77292940.0,76351170.0,79077220.0,67800160.0,78357944.0,70546136.0,76243544.0,78094500.0,0.0,
1298,906.8264306293512,5.7533875,height,,,,,,,,,,,44711348.0,42546000.0,49441524.0,43468028.0,44499868.0,45930940.0,52516548.0,44731504.0,49088640.0,43768940.0,42038916.0,45437400.0,42179480.0,48159596.0,45937428.0,46524616.0,47136156.0,46244748.0,39491696.0,48515190.0,42588028.0,47665892.0,47694708.0,0.0,
1299,566.8891624888623,5.7546253,height,,,,,,,,,,,97296140.0,92130030.0,108427864.0,96249460.0,94031150.0,102314940.0,110145630.0,99644210.0,104023700.0,97481880.0,92236344.0,101069816.0,92422600.0,89131590.0,99275220.0,100520530.0,98272376.0,104232860.0,90064400.0,99591560.0,93002560.0,101822440.0,105132850.0,0.0,
1300,1246.7637949789416,5.7559023,height,,,,,,,,,,,13703479.0,12468022.0,15028615.0,12440789.0,13871575.0,12891798.0,16060673.0,13366582.0,15370632.0,13553663.0,12514517.0,13458616.0,14397837.0,12979462.0,13777606.0,13855975.0,14729279.0,13891412.0,12414202.0,15509167.0,12651784.0,14942247.0,13985305.0,0.0,
1301,1042.8012477362736,5.755607,height,,,,,,,,,,,29955014.0,27296884.0,32009202.0,29130646.0,29845058.0,29316130.0,34835524.0,30524520.0,33180074.0,30146532.0,28514678.0,30185526.0,26943886.0,27387472.0,31142852.0,30281400.0,31722520.0,29253536.0,28235684.0,33415298.0,28696592.0,32673860.0,31266552.0,0.0,
1302,838.8390375723154,5.7551217,height,,,,,,,,,,,57259492.0,53652330.0,63152028.0,56432548.0,57289664.0,57676000.0,64720308.0,57483628.0,62376692.0,56305636.0,53849084.0,58675296.0,53197920.0,52779236.0,58553360.0,60839720.0,60489690.0,60156040.0,50424530.0,62847096.0,54990110.0,61430470.0,60308236.0,0.0,
1303,1110.7886750048813,5.7550807,height,,,,,,,,,,,23783440.0,21373770.0,26108882.0,23375050.0,23926890.0,23128124.0,27518008.0,22808740.0,26815530.0,23619170.0,22566970.0,23621422.0,21493986.0,22121254.0,24109838.0,23853346.0,25678922.0,23218052.0,21733810.0,25610162.0,22914668.0,24876474.0,25401190.0,0.0,
1304,294.9389782134021,5.756007,height,,,,,,,,,,,26471238.0,24727786.0,28417228.0,27694582.0,24475692.0,27723106.0,29705970.0,26836480.0,24896348.0,27306650.0,25403718.0,27148970.0,26023420.0,26305180.0,25908692.0,25025328.0,26041704.0,29214292.0,26199942.0,25762886.0,25886564.0,27462182.0,28002668.0,0.0,
1305,771.85472000975,5.7568445,height,,,,,,,,,,,8198356.5,7624716.0,9161925.0,7775830.0,7764872.5,8110294.0,9355053.0,8907708.0,8842173.0,8325473.5,7949447.0,8155784.5,8743966.0,8080352.5,8030802.0,8517459.0,8740065.0,8448714.0,7803181.5,8019538.5,7347318.5,8318478.0,8688746.0,0.0,
1306,498.90157880321055,5.756777,height,,,,,,,,,,,119299980.0,113050380.0,132491290.0,118911930.0,113611500.0,125303700.0,135156660.0,119206200.0,126496500.0,120970984.0,111643720.0,123675420.0,112585570.0,110946584.0,119177040.0,121568760.0,119042536.0,128597990.0,111701940.0,120179680.0,114695864.0,123185050.0,125835660.0,0.0,
1307,227.9544849644065,5.758548,height,,,,,,,,,,,12713030.0,12157693.0,13902473.0,13225119.0,12087447.0,13342225.0,14060455.0,13136510.0,12005647.0,13108867.0,12441148.0,12908648.0,12658217.0,12908792.0,13143326.0,12292618.0,11903433.0,13694701.0,12330926.0,12541681.0,12736624.0,13084248.0,13335070.0,0.0,
1308,362.9263888648617,5.7593656,height,,,,,,,,,,,116142620.0,109585120.0,127411050.0,117663070.0,109800310.0,122613920.0,129447896.0,115623220.0,116710370.0,118805530.0,108748270.0,118736824.0,111019560.0,112128904.0,116941496.0,115523070.0,114732030.0,125053816.0,111111920.0,111932984.0,111603510.0,117835336.0,122747790.0,0.0,
1309,158.9641250666744,5.760634,height,,,,,,,,,,,74293670.0,68562570.0,79544390.0,75304640.0,71823500.0,76835870.0,80451820.0,73398690.0,69471890.0,75565470.0,71684690.0,75037840.0,72991810.0,74096620.0,72109464.0,72072450.0,71101350.0,81565040.0,71399750.0,70949320.0,69466080.0,74241656.0,75721610.0,0.0,
1310,839.8421010019545,5.760654,height,,,,,,,,,,,8588956.0,7391849.0,9405522.0,8351291.5,7928572.0,8943302.0,9920627.0,7705227.0,8884539.0,8336801.0,8036326.0,8490533.0,7738964.0,7348959.5,8222871.5,8541105.0,8215449.5,8674028.0,7156847.5,8586888.0,7281496.0,8919425.0,8832784.0,0.0,
1311,219.07179139257985,5.773711,height,,,,,,,,,,,0.0,0.0,0.0,0.0,7898858.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1312,488.2095496250788,5.82418,height,,,,,,,,,,,5000844.5,4673170.5,5978591.5,4943799.0,6100240.5,6802123.0,6441738.0,7724476.0,7018532.5,5379199.0,7231361.0,7998153.0,7176107.0,6297105.0,7509728.0,6688137.0,6392207.5,8070672.0,6790405.5,7440278.0,6029380.5,7482139.0,6420600.5,0.0,
1313,268.12674489076375,5.8224154,height,,,,,,,,,,,0.0,0.0,0.0,0.0,8146011.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1314,218.9197292162484,5.8260636,height,,,,,,,,,,,19741338.0,15597768.0,17151252.0,18249138.0,12111991.0,18149554.0,14616715.0,15383355.0,14662671.0,15134137.0,16692132.0,13745632.0,18382520.0,15657624.0,11982600.0,13396331.0,20765534.0,23060904.0,13325715.0,15929428.0,16043857.0,19373546.0,17049252.0,0.0,
1315,508.23804105738,5.8257995,height,,,,,,,,,,,1529635.5,0.0,1649494.0,1288079.4,2026345.9,9861665.0,9032792.0,9672143.0,9741003.0,6820137.0,9631629.0,10598937.0,9358213.0,6669922.0,8146911.0,6805681.0,7125007.0,8191098.0,6715019.5,8287495.0,7744291.0,8985907.0,7700597.5,0.0,
1316,216.92277638848628,5.8264656,height,,,,,,,,,,,63246264.0,47834664.0,54662740.0,58522412.0,38647996.0,36476940.0,46910920.0,48398850.0,46209940.0,48160024.0,53157544.0,43354364.0,58858450.0,48939864.0,38086864.0,42392148.0,40236930.0,44787210.0,42315630.0,50163000.0,49630196.0,63437210.0,53380156.0,0.0,
1317,486.25619762914135,5.8304753,height,,,,,,,,,,,1399455.5,1487743.5,1706194.9,1410430.6,2390136.0,10061229.0,9119632.0,9811183.0,10024523.0,7758342.5,10395758.0,11204088.0,10001604.0,7312260.0,8763352.0,8174756.5,7496704.0,8632117.0,7219802.0,8625414.0,8624466.0,8857875.0,8369287.0,0.0,
1318,208.8909911584755,5.8349113,height,,,,,,,,,,,8644050.0,6368519.0,8094292.5,8911224.0,6966479.5,7399537.0,6640500.5,7593247.5,7786842.0,6863813.5,9409401.0,7895664.5,8153036.0,7375071.5,7427318.0,6832969.0,7013088.0,7643268.0,7338789.0,7538761.0,7371286.0,7786691.0,7846004.5,0.0,
1319,206.89397592217557,5.834495,height,,,,,,,,,,,13683840.0,10054448.0,12881122.0,13664148.0,11387344.0,12071499.0,10092579.0,11845522.0,11597179.0,10461855.0,14209870.0,12161083.0,13118276.0,11805615.0,11888167.0,10796902.0,11089162.0,11549798.0,11262319.0,12061058.0,11736572.0,12406189.0,11824752.0,0.0,
1320,430.696879495699,5.8502913,height,,,,,,,,,,,18317524.0,17244478.0,18286372.0,22098224.0,17419874.0,17675388.0,17553748.0,18719862.0,19315264.0,17697996.0,19247798.0,19555226.0,20300242.0,18068932.0,19525994.0,19693052.0,17444924.0,15055037.0,19611138.0,17007704.0,18082922.0,16346683.0,18782316.0,0.0,
1321,432.69376729292816,5.8498945,height,,,,,,,,,,,17584838.0,16840820.0,17212204.0,21023488.0,16468178.0,16885054.0,16250595.0,17596114.0,18180470.0,16519474.0,18361034.0,18244846.0,19019976.0,17100878.0,18944434.0,18538492.0,16442016.0,14771247.0,18147768.0,16193791.0,17275256.0,15076498.0,17430618.0,0.0,
1322,488.6554507263023,5.8473573,height,,,,,,,,,,,9659860.0,8783368.0,9600564.0,11786663.0,8525777.0,9415012.0,8937496.0,9489638.0,9879985.0,8880020.0,10658610.0,11106421.0,10621649.0,9422517.0,10425459.0,10338022.0,8935711.0,8045904.0,9815187.0,8873944.0,9512560.0,8293405.0,9740040.0,0.0,
1323,490.652407542132,5.8473573,height,,,,,,,,,,,11261577.0,9541815.0,10395706.0,12974581.0,9690034.0,10323990.0,9775524.0,10550788.0,10866599.0,9957741.0,11906734.0,11671460.0,11930718.0,10396420.0,11580260.0,11028675.0,9440742.0,8876117.0,10980006.0,9534816.0,10448538.0,9061426.0,10672683.0,0.0,
1324,428.6999281997094,5.8486443,height,,,,,,,,,,,8523863.0,7943963.0,8252556.0,9974616.0,7879513.0,7920237.0,7988680.5,8288999.0,8487149.0,7929001.5,8700349.0,9655467.0,9188247.0,8247755.0,8754427.0,8938220.0,7709141.5,6698998.0,8835369.0,7863976.5,8088278.5,7275728.0,8447881.0,0.0,
1325,434.6907173851845,5.851103,height,,,,,,,,,,,9316085.0,8849817.0,8980094.0,10541242.0,8652916.0,8728882.0,8863671.0,9383021.0,9471820.0,8938323.0,9719560.0,10546502.0,9056486.0,9091806.0,9879001.0,9862265.0,8797148.0,7756833.0,9421387.0,8659512.0,9141005.0,8099033.0,9346977.0,0.0,
1326,256.8207076967338,5.849464,height,,,,,,,,,,,13181588.0,11713577.0,13094454.0,14732979.0,13510162.0,12785909.0,13168560.0,13755949.0,13342619.0,13130616.0,15777166.0,13859203.0,13372456.0,13982263.0,14099981.0,13931217.0,12906364.0,10747861.0,14379242.0,13115848.0,13212452.0,11907153.0,13221108.0,0.0,
1327,258.8177754776901,5.8506775,height,,,,,,,,,,,6343893.5,5751227.0,6189466.0,7228340.0,6291157.0,6077330.5,6403636.5,6623832.0,6266810.0,6137075.0,7341365.0,6745956.0,6356806.5,6770389.5,6869699.0,6608295.0,6199070.0,5985289.0,7110493.0,6453367.0,6447513.0,5594083.0,6139850.0,0.0,
1328,254.82373544659157,5.850657,height,,,,,,,,,,,10276264.0,9256567.0,9993762.0,11728785.0,10462730.0,9872112.0,10487274.0,10683020.0,10199651.0,10343016.0,12330307.0,10849473.0,10555471.0,10962036.0,10933041.0,11123332.0,10154618.0,8633657.0,11089916.0,10340304.0,10521227.0,9338975.0,10266239.0,0.0,
1329,374.7350175675009,5.8524065,height,,,,,,,,,,,6685547.0,5609963.5,6494503.0,7133299.0,6523164.0,6242305.5,6550703.5,7174699.0,6448459.0,6643239.0,6597884.5,6803902.0,6588505.0,6941587.0,6989085.0,6677540.0,6016948.5,5967991.0,7234649.5,6347012.5,6593858.5,5766333.0,6425881.5,0.0,
1330,372.7380397313968,5.8523893,height,,,,,,,,,,,8461184.0,7055596.5,7903510.0,8679752.0,8355959.5,8076262.0,8280691.5,8687043.0,7839660.0,8540843.0,8288455.0,8481192.0,8503687.0,8828016.0,8729379.0,8541409.0,7733640.0,7460725.5,9108697.0,8115067.5,8434769.0,7147542.5,8096226.5,0.0,
1331,196.86516645762745,5.8510814,height,,,,,,,,,,,12749457.0,11455812.0,11845014.0,12899058.0,12354772.0,11501506.0,11818523.0,12551186.0,12540348.0,12432458.0,12782391.0,12827440.0,11929563.0,12367322.0,12313932.0,12375575.0,13212013.0,10346672.0,13893537.0,12422872.0,12430641.0,12323625.0,11881312.0,0.0,
1332,312.7823459553988,5.852341,height,,,,,,,,,,,10950988.0,10072805.0,10540058.0,11119221.0,10849005.0,10081001.0,10162406.0,10931060.0,11213867.0,10688347.0,11357682.0,11170849.0,10861173.0,10465570.0,11045221.0,10781507.0,11142228.0,9418863.0,11718375.0,10611318.0,10290972.0,10179150.0,10341339.0,0.0,
1333,314.7792833337304,5.85194,height,,,,,,,,,,,17642820.0,16347271.0,16760545.0,18696806.0,17011660.0,15997289.0,16382137.0,17902282.0,17798656.0,17360340.0,18418884.0,18074228.0,16960536.0,16966998.0,17693564.0,17695702.0,17755054.0,14072675.0,18483826.0,16814308.0,17053876.0,16798870.0,16638117.0,0.0,
1334,260.16047324089266,5.852467,height,,,,,,,,,,,0.0,0.0,0.0,0.0,14151706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1335,316.77630445929304,5.8523407,height,,,,,,,,,,,11317516.0,10521119.0,10980439.0,11685846.0,11053840.0,10475115.0,10458479.0,11510719.0,11458162.0,11010370.0,11967203.0,11777525.0,11000919.0,11104620.0,11519826.0,11557854.0,11643611.0,10866690.0,12401025.0,10805744.0,11010610.0,10890343.0,10695631.0,0.0,
1336,198.86217450418604,5.8519254,height,,,,,,,,,,,12315597.0,10940430.0,11770300.0,12151603.0,11971214.0,11407990.0,11493270.0,12365907.0,12236985.0,12313142.0,12536524.0,12610217.0,11275968.0,11707090.0,12006317.0,11965228.0,12235091.0,10132806.0,13415754.0,11811384.0,12133172.0,12477082.0,11458417.0,0.0,
